organ,id,rdfs_label,name
blood_vasculature,FMA:8642,Left superior segmental artery,superior segmental artery of left lung
blood_vasculature,FMA:8755,Segmental pulmonary artery,segmental pulmonary artery
blood_vasculature,FMA:9311,Subsegmental pulmonary artery,subsegmental pulmonary artery
blood_vasculature,FMA:279896,Set of all pulmonary arterioles,pulmonary arteriole
blood_vasculature,FMA:14121,Pulmonary capillary,pulmonary capillary
blood_vasculature,UBERON:0001651,right pulmonary artery,right pulmonary artery
blood_vasculature,FMA:8618,Interlobar portion of right pulmonary artery,right interlobar pulmonary artery
blood_vasculature,FMA:68847,Trunk of right basal segmental artery,basal segmental arterial trunk of right lung
blood_vasculature,FMA:8630,Right anterior basal segmental artery,anterior basal segmental artery of right lung
blood_vasculature,FMA:8631,Right lateral basal segmental artery,lateral basal segmental artery of right lung
blood_vasculature,FMA:8628,Right medial basal segmental artery,medial basal segmental artery of right lung
blood_vasculature,FMA:8632,Right posterior basal segmental artery,posterior basal segmental artery of right lung
blood_vasculature,FMA:68194,Lateral segmental artery,lateral segmental artery of right lung
blood_vasculature,FMA:68193,Medial segmental artery,medial segmental artery of right lung
blood_vasculature,FMA:8619,Right posterior segmental artery,posterior segmental artery of right lung
blood_vasculature,FMA:8627,Right superior segmental artery,superior segmental artery of right lung
blood_vasculature,FMA:8616,Trunk of right upper lobar artery,truncus anterior of right pulmonary artery
blood_vasculature,FMA:8620,Right anterior segmental artery,anterior segmental artery of right lung
blood_vasculature,FMA:8617,Right apical segmental artery,apical segmental artery of right lung
bone_marrow,UBERON:0002371,Bone marrow,Bone marrow
brain,UBERON:0000955,brain,brain
brain,UBERON:0001890,forebrain,forebrain (prosencephalon)
brain,UBERON:0019264,gray matter of forebrain,gray matter of forebrain
brain,UBERON:0000956,cerebral cortex,cerebral cortex
brain,UBERON:0016525,frontal lobe,frontal lobe
brain,UBERON:0002661,superior frontal gyrus,superior frontal gyrus
brain,UBERON:0002702,middle frontal gyrus,middle frontal gyrus
brain,UBERON:0002998,inferior frontal gyrus,inferior frontal gyrus
brain,UBERON:0002629,triangular part of inferior frontal gyrus,"inferior frontal gyrus, triangular part"
brain,UBERON:0002980,opercular part of inferior frontal gyrus,"inferior frontal gyrus, opercular part"
brain,UBERON:0002624,orbital part of inferior frontal gyrus,"inferior frontal gyrus, orbital part"
brain,UBERON:0004671,gyrus rectus,gyrus rectus (straight gyrus)
brain,UBERON:0002570,medial orbital gyrus,medial orbital gyrus
brain,UBERON:0002644,intermediate orbital gyrus,anterior intermediate orbital gyrus
brain,UBERON:0002644,intermediate orbital gyrus,posterior intermediate orbital gyrus
brain,UBERON:0002564,lateral orbital gyrus,lateral orbital gyrus
brain,UBERON:0035932,anterior segment of paracentral lobule,"paracentral lobule, rostral part"
brain,UBERON:0022398,paracingulate gyrus,paracingulate gyrus
brain,UBERON:0002947,frontal operculum,frontal operculum
brain,UBERON:0002593,orbital operculum,orbital operculum
brain,UBERON:0019280,rostral gyrus,rostral gyrus
brain,UBERON:0019279,superior rostral gyrus,superior rostral gyrus
brain,UBERON:0019278,inferior rostral gyrus,inferior rostral gyrus
brain,UBERON:0004725,piriform cortex,lateral olfactory gyrus
brain,,,frontomarginal gyrus
brain,UBERON:0002795,frontal pole,frontal pole
brain,UBERON:0001872,parietal lobe,parietal lobe
brain,UBERON:0002581,postcentral gyrus,postcentral gyrus
brain,,,supraparietal lobule
brain,,,inferior parietal lobule
brain,UBERON:0002688,supramarginal gyrus,supramarginal gyrus
brain,UBERON:0002686,angular gyrus,angular gyrus
brain,UBERON:0006093,precuneus cortex,precuneus
brain,,,"paracentral lobule, caudal part"
brain,UBERON:0002911,parietal operculum,parietal operculum
brain,UBERON:0001871,temporal lobe,temporal lobe
brain,UBERON:0002769,superior temporal gyrus,superior temporal gyrus
brain,UBERON:0002771,middle temporal gyrus,middle temporal gyrus
brain,UBERON:0002751,inferior temporal gyrus,inferior temporal gyrus
brain,UBERON:0022364,occipital fusiform gyrus,"occipitotemporal (fusiform) gyrus, temporal part"
brain,UBERON:0006083,perirhinal cortex,perirhinal gyrus ( rostral part of FuGt)
brain,,,transverse temporal gyrus (Heschl's gyrus)
brain,UBERON:0002773,anterior transverse temporal gyrus,rostral (anterior) transverse temporal gyrus
brain,UBERON:0002774,posterior transverse temporal gyrus,caudal (posterior) transverse temporal gyrus
brain,UBERON:0022268,planum temporale,planum temporale
brain,UBERON:0002576,temporal pole,temporal pole
brain,,,perirhinal lobule
brain,UBERON:0023861,planum polare,planum polare
brain,UBERON:0002021,occipital lobe,occipital lobe
brain,UBERON:0002902,occipital pole,occipital pole
brain,,,occipitoparietal transition region
brain,,,occipitotemporal transition region
brain,UBERON:0006092,cuneus cortex,cuneus
brain,UBERON:0002943,lingual gyrus,lingual gyrus
brain,,,"occipitotemporal (fusiform) gyrus, occipital part"
brain,UBERON:0014608,inferior occipital gyrus,inferior occipital gyrus
brain,UBERON:0002948,superior occipital gyrus,superior occipital gyrus
brain,UBERON:0002022,insula,insular lobe
brain,UBERON:0034891,insular cortex,long insular gyri
brain,UBERON:0034891,insular cortex,short insular gyri
brain,UBERON:0002600,limbic lobe,limbic lobe
brain,UBERON:0002967,cingulate gyrus,cingulate gyrus
brain,UBERON:0002756,anterior cingulate gyrus,"cingulate gyrus, rostral (anterior) part"
brain,UBERON:0002740,posterior cingulate gyrus,"cingulate gyrus, caudal (posterior) part"
brain,,,"cingulate gyrus, retrospleninal part"
brain,UBERON:0002738,isthmus of cingulate gyrus,cingulo-parahippocampal isthmus
brain,UBERON:0003020,subcallosal area,subcallosal gyrus (parolfactory gyrus)
brain,UBERON:0002603,paraterminal gyrus,paraterminal gyrus
brain,UBERON:0002973,parahippocampal gyrus,parahippocampal gyrus
brain,UBERON:0022383,anterior parahippocampal gyrus,anterior parahippocampal gyrus
brain,UBERON:0002657,posterior parahippocampal gyrus,posterior parahippocampal gyrus
brain,,,uncus of parahippocampal gyrus
brain,,,hippocampal gyrus (formation)
brain,,,head of hippocampus
brain,,,body of hippocampus
brain,,,subicular complex
brain,UBERON:0002590,prepyriform area,prepiriform region
brain,UBERON:0002264,olfactory bulb,Olfactory bulb
brain,,,amygdaloid complex
brain,,,anterior amygdalar area
brain,,,anterior cortical nucleus
brain,,,posterior cortical nucleus
brain,,,medial nucleus
brain,,,lateral nucleus
brain,,,basolateral nucleus
brain,,,basomedial nucleus
brain,,,central nuclear group
brain,,,amygdalohippocampal area
brain,,,bed nucleus of stria terminalis
brain,UBERON:0010011,collection of basal ganglia,basal nuclei (basal ganglia)
brain,,,caudate nucleus
brain,UBERON:0001874,putamen,putamen
brain,,,mucleus accumbens
brain,UBERON:0002477,medial globus pallidus,"globus pallidus, internal"
brain,UBERON:0002476,lateral globus pallidus,"globus pallidus, external"
brain,UBERON:0002023,claustrum of brain,claustrum
brain,UBERON:0002743,basal forebrain,basal forebrain
brain,,,septal nuclei
brain,UBERON:0003017,substantia innominata,substantia Innominata
brain,,,thalamus
brain,UBERON:0004703,dorsal thalamus,dorsal thalamus
brain,,,anterior nuclear complex
brain,,,mediodorsal nucleus of thalamus
brain,,,reunions nucleus of thalamus
brain,,,lateral posterior nucleus
brain,,,pulvinar of thalamus
brain,,,ventral anterior nucleus
brain,,,ventral lateral nucleus
brain,,,ventral posterior medial nucleus
brain,,,ventral posterior lateral nucleus
brain,,,lateral geniculate nuclei
brain,,,medial geniculate nuclei
brain,,,parafascicular nucleus
brain,,,centromedian nucleus
brain,,,midline nuclear complex
brain,UBERON:0001900,ventral thalamus,ventral thalamus
brain,UBERON:0001907,zona incerta,zona Incerta
brain,UBERON:0001899,epithalamus,epithalamus
brain,,,habenular nuclei
brain,,,paraventricular nucleus of thalamus
brain,UBERON:0001905,pineal body,pineal body
brain,,,reticular formation of thalamus
brain,,,subthalamic nucleus (subthalamus)
brain,UBERON:0001898,hypothalamus,hypothalamus
brain,UBERON:0007769,medial preoptic region,preoptic region
brain,,,supraoptic region
brain,,,tuberal region
brain,,,mammillary region
brain,,,mammillary nucleus
brain,UBERON:0019261,white matter of forebrain,white matter of forebrain
brain,UBERON:0000935,anterior commissure,anterior commissure
brain,,,corpus callosum (midline portion)
brain,UBERON:0000052,fornix of brain,fornix
brain,,,internal capsule
brain,,,mammillothalamic tract
brain,UBERON:0002265,olfactory tract,olfactory tract
brain,UBERON:0022264,optic radiation,optic radiation
brain,UBERON:0001908,optic tract,optic tract
brain,,,ventricle of forebrain
brain,UBERON:0002285,telencephalic ventricle,lateral ventricles
brain,UBERON:0002651,anterior horn of lateral ventricle,anterior horn of lateral ventricle
brain,UBERON:0002655,body of lateral ventricle,body of lateral ventricle
brain,,,atrium of lateral ventricle
brain,UBERON:0004672,posterior horn lateral ventricle,posterior horn of lateral ventricle
brain,UBERON:0006091,inferior horn of the lateral ventricle,inferior horn of lateral ventricle
brain,UBERON:0002286,third ventricle,third ventricle
brain,UBERON:0001891,midbrain,midbrain (mesencephalon)
brain,UBERON:0019267,gray matter of midbrain,gray matter of midbrain
brain,UBERON:0001944,Pretectal region,Pretectal region
brain,UBERON:0001943,midbrain tegmentum,midbrain tegmentum
brain,UBERON:0003040,central gray substance of midbrain,periaqueductal gray substance
brain,UBERON:0001947,red nucleus,red nucleus
brain,UBERON:0002038,substantia nigra,substantia nigra
brain,UBERON:0001945,superior colliculus,superior colliculus
brain,UBERON:0001946,inferior colliculus,inferior colliculus
brain,UBERON:0016554,white matter of midbrain,white matter of midbrain
brain,UBERON:0002623,cerebral peduncle,cerebral peduncle
brain,UBERON:0002289,midbrain cerebral aqueduct,ventricle of midbrain (cerebral aqueduct)
brain,UBERON:0002028,hindbrain,hindbrain (rhombencephalon)
brain,UBERON:0019263,gray matter of hindbrain,gray matter of hindbrain
brain,UBERON:0002037,cerebellum,cerebellum
brain,UBERON:0002129,cerebellar cortex,cerebellar cortex
brain,,,paravermis of cerebellum
brain,,,lateral hemisphere of cerebellum
brain,UBERON:0004720,cerebellar vermis,cerebellar vermis
brain,,,cerebellar deep nuclei
brain,UBERON:0000988,pons,pons
brain,UBERON:0003023,pontine tegmentum,pontine tegmentum
brain,UBERON:0007228,vestibular nucleus,vestibular nuclei
brain,UBERON:0007634,parabrachial nucleus,parabrachial nuclei
brain,UBERON:0002151,pontine nuclear group,basilar part of pons (Pontine nuclei)
brain,UBERON:0001896,medulla oblongata,medulla oblongata
brain,UBERON:0024151,tegmentum,tegmentum of the medulla
brain,UBERON:0001717,spinal nucleus of trigeminal nerve,spinal trigeminal nucleus
brain,,,inferior olive
brain,UBERON:0019258,white matter of hindbrain,white matter of hindbrain
brain,UBERON:0002707,corticospinal tract,pyramidal tract
brain,UBERON:0002150,superior cerebellar peduncle,superior cerebellar peduncle
brain,UBERON:0002152,middle cerebellar peduncle,middle cerebellar peduncle
brain,UBERON:0002163,inferior cerebellar peduncle,inferior cerebellar peduncle
brain,UBERON:0004086,brain ventricle,ventricles of hindbrain
brain,UBERON:0002422,fourth ventricle,fourth ventricle
brain,UBERON:0002291,central canal of spinal cord,central canal of medulla oblongata
brain,UBERON:0001870,frontal cortex,frontal cortex
brain,UBERON:0001384,Primary motor cortex,Primary motor cortex
eye,UBERON:0000970,eye,eye
eye,UBERON:0000966,retina,retina
eye,UBERON:0001791,inner nuclear layer of retina,inner nuclear layer
eye,UBERON:0002203,vasculature of eye,vasculature of eye
eye,UBERON:0001776,optic choroid,optic choroid
eye,UBERON:0005336,capillary layer of choroid,Choriocapillaris
eye,UBERON:0001789,outer nuclear layer of retina,outer nuclear layer
eye,UBERON:0004864,vasculature of retina ,vasculature
eye,UBERON:0001792,ganglionic layer of retina,retinal ganglion cell layer
eye,UBERON:0000965,lens of camera-type eye,lens
eye,UBERON:0002444,lens fiber,lens Fibers
eye,UBERON:0001803,epithelium of lens,epithelial layer
eye,UBERON:0000390,lens nucleus,Embryonic nucleus
eye,UBERON:0000390,lens nucleus,Juvenile nucleus
eye,UBERON:0000390,lens nucleus,Fetal nucleus
eye,UBERON:0000390,lens nucleus,Adult nucleus
eye,UBERON:0000389,lens cortex,cortex
eye,,,Inner cortex
eye,,,Outer cortex
eye,UBERON:0004864,vasculature of retina,vasculature
eye,UBERON:0001782,pigmented layer of retina,retinal pigmented epithelium
eye,UBERON:0000389,lens Cortex,lens Cortex
eye,UBERON:0002444,lens Fiber,lens Fiber
eye,UBERON:0000964,Cornea,Cornea
eye,UBERON:0001985,corneal endothelium,corneal endothelium
eye,UBERON:0003952,anterior stroma of cornea,anterior stroma of cornea
eye,UBERON:0001772,corneal epithelium,corneal epithelium
eye,UBERON:0000965,lens,lens
eye,UBERON:0006762,suspensory ligament of lens,ciliary zonules
eye,UBERON:0001775,ciliary body,ciliary body
eye,UBERON:0001778,ciliary epithelium,ciliary epithelium
eye,UBERON:0001769,iris,iris
eye,UBERON:0002506,iris epithelium,iris epithelium
eye,UBERON:0004904,neuron projection bundle connecting eye with brain,optic nerve
eye,UBERON:0035966,scleral lamina cribrosa,scleral lamina cribrosa
eye,UBERON:0001773,sclera,sclera
eye,UBERON:0003902,retinal neural layer,retinal neural layer
eye,UBERON:0034713,cranial neuron projection bundle,nerve bundle
eye,UBERON:0004904,optic nerve,neuron projection bundle connecting eye with brain
eye,UBERON:0006136,unmyelinated nerve fiber,unmyelinated nerve bundles
eye,UBERON:0001605,ciliary muscle,ciliary muscle
eye,UBERON:0001783,optic disc,optic nerve head
eye,UBERON:0001811,conjunctiva,conjunctiva
eye,,conjuctival epithelium,conjuctival epithelium
eye,UBERON:0002276,lamina of spiral limbus,lamina of spiral limbus
eye,UBERON:0006761,corneo-scleral junction,corneoscleral limbus
eye,UBERON:0000482,basal lamina of epithelium,basal epithelium
fallopian_tube,UBERON:0003889,,Fallopian tube
fallopian_tube,,,intramural segment of Fallopian tube
fallopian_tube,,,fluid of Fallopian tube intramural segment
fallopian_tube,,,lamina propria of Fallopian tube intramural segment
fallopian_tube,,,nerve of Fallopian tube intramural segment
fallopian_tube,,,vasculature of Fallopian tube intramural segment
fallopian_tube,UBERON:0016632,,isthmus of Fallopian tube
fallopian_tube,,,fluid of Fallopian tube isthmus
fallopian_tube,,,lamina propria of Fallopian tube isthmus
fallopian_tube,,,nerve of Fallopian tube isthmus
fallopian_tube,,,vasculature of Fallopian tube isthmus
fallopian_tube,UBERON:0012648,,ampulla of Fallopian tube
fallopian_tube,,,fluid of Fallopian tube ampulla
fallopian_tube,,,lamina propria Fallopian tube ampulla
fallopian_tube,,,nerve of Fallopian tube ampulla
fallopian_tube,,,vasculature of Fallopian tube ampulla
fallopian_tube,UBERON:0003984,,infundibulum of Fallopian tube
fallopian_tube,,,fluid of Fallopian tube infundibulum
fallopian_tube,,,lamina propria of Fallopian tube infundibulum
fallopian_tube,,,nerve of Fallopian tube infundibulum
fallopian_tube,,,vasculature of Fallopian tube infundibulum
fallopian_tube,UBERON:0012331,,mesosalpinx
fallopian_tube,,,mesothelium of mesosalpinx
fallopian_tube,,,wall of Fallopian tube intramural segment
fallopian_tube,,,serosa of Fallopian tube intramural segment
fallopian_tube,,,basement membrane of Fallopian tube intramural segment
fallopian_tube,,,wall of Fallopian tube isthmus
fallopian_tube,,,serosa of Fallopian tube isthmus
fallopian_tube,,,basement membrane of Fallopian tube isthmus
fallopian_tube,,,wall of Fallopian tube ampulla
fallopian_tube,,,serosa of Fallopian tube ampulla
fallopian_tube,,,basement membrane of Fallopian tube ampulla
fallopian_tube,UBERON:8410010,,fimbria of Fallopian tube
fallopian_tube,,,fluid of Fallopian tube fimbria
fallopian_tube,,,lamina propria of Fallopian tube fimbria
fallopian_tube,,,nerve of Fallopian tube fimbria
fallopian_tube,,,vasculature of Fallopian tube fimbria
fallopian_tube,,,wall of Fallopian tube infundibulum
fallopian_tube,,,serosa of Fallopian tube infundibulum
fallopian_tube,,,basement membrane of Fallopian tube infundibulum
fallopian_tube,,,serous membrane lining of mesosalpinx
fallopian_tube,,,lymphatic of mesosalpinx
fallopian_tube,,,nerve of mesosalpinx
fallopian_tube,,,vasculature of mesosalpinx
fallopian_tube,,,plica of Fallopian tube intramural segment
fallopian_tube,,,mucosa of Fallopian tube intramural segment
fallopian_tube,UBERON:0004804,oviduct epithelium,oviduct epithelium
fallopian_tube,,,muscle layer of oviduct intramural segment
fallopian_tube,,,Inner muscle layer of Fallopian tube intramural segment
fallopian_tube,,,Middle muscle layer of Fallopian tube intramural segment
fallopian_tube,,,Outer muscle layer of Fallopian tube intramural segment
fallopian_tube,,,plica of Fallopian tube isthmus
fallopian_tube,,,mucosa of Fallopian tube isthmus
fallopian_tube,,,muscle layer of oviduct isthmus
fallopian_tube,,,Inner muscle layer of Fallopian tube isthmus
fallopian_tube,,,Middle muscle layer of Fallopian tube isthmus
fallopian_tube,,,Outer muscle layer of Fallopian tube isthmus
fallopian_tube,,,plica of Fallopian tube ampulla
fallopian_tube,,,mucosa of Fallopian tube ampulla
fallopian_tube,,,muscle layer of oviduct ampulla
fallopian_tube,,,Inner muscle layer of Fallopian tube ampulla
fallopian_tube,,,Middle muscle layer of Fallopian tube ampulla
fallopian_tube,,,Outer muscle layer of Fallopian tube ampulla
fallopian_tube,,,mucosa of Fallopian tube fimbria
fallopian_tube,,,plica of Fallopian tube infundibulum
fallopian_tube,,,mucosa of Fallopian tube infundibulum
fallopian_tube,,,muscle layer of oviduct infundibulum
fallopian_tube,,,Inner muscle layer of Fallopian tube infundibulum
fallopian_tube,,,Middle muscle layer of Fallopian tube infundibulum
fallopian_tube,,,Outer muscle layer of Fallopian tube infundibulum
fallopian_tube,UBERON:0007589,ciliated columnar oviduct epithelium,ciliated columnar oviduct epithelium
fallopian_tube,UBERON:0007590,cuboidal oviduct epithelium,cuboidal oviduct epithelium
heart,UBERON:0000948,heart,heart
heart,UBERON:0002078,right cardiac atrium,right atrium
heart,UBERON:0002351,sinoatrial node,sinoatrial node
heart,FMA:3823,Sinoatrial nodal branch of right coronary artery,sinoatrial nodal artery
heart,UBERON:0003379,cardiac muscle of right atrium,myocardium
heart,UBERON:0003383,cardiac muscle tissue of interventricular septum,myocardium
heart,UBERON:0002049,vasculature,vasculature
heart,,"capillaries, venules",vasculature
heart,FMA:76767,Anterior cardiac vein,anterior cardiac veins
heart,FMA:83531,Myocardium of right atrium,myocardium
heart,UBERON:0011820,atrioventricular region,atrioventricular junction
heart,UBERON:0035422,circumflex branch of left coronary artery,left circumflex artery
heart,FMA:3851,Atrioventricular node branch of right coronary artery,atrioventicular nodal artery
heart,UBERON:0005438,coronary sinus,coronary sinus
heart,UBERON:0002352,atrioventricular node,atrioventricular node
heart,UBERON:0001625,right coronary artery,right coronary artery
heart,UBERON:0035374,small cardiac vein,small cardiac vein
heart,UBERON:0002079,left cardiac atrium,left atrium
heart,FMA:83532,Myocardium of left atrium,myocardium
heart,FMA:83539,Myocardium of interventricular septum,myocardium
heart,UBERON:0001982,capillary,vasculature
heart,UBERON:0001979,venule,vasculature
heart,FMA:49913,left inferior pulmonary vein,left inferior pulmonary vein
heart,FMA:49916,left superior pulmonary vein,left superior pulmonary vein
heart,FMA:49911,right inferior pulmonary vein,right inferior pulmonary vein
heart,FMA:49914,right superior pulmonary vein,right superior pulmonary vein
heart,FMA:4715,oblique vein of the left atrium,oblique vein of the left atrium
heart,UBERON:0002084,heart left ventricle,left ventricle
heart,UBERON:0006566,left ventricle myocardium,myocardium
heart,FMA:3860,Diagonal branch of anterior descending branch of left coronary artery,left diagonal branch of the left anterior descending artery
heart,FMA:3902,Left marginal artery,left obtuse marginal branch of the left coronary artery
heart,FMA:3835,Posterior ventricular branch of right coronary artery,posterior left ventricular branch of the right coronary artery
heart,FMA:4708,left marginal vein,left marginal vein
heart,FMA:4712,Posterior vein of left ventricle,posterior vein of the left ventricle
heart,UBERON:0002094,interventricular septum,septum
heart,FMA:3862,left anterior descending artery,left anterior descending artery
heart,FMA:3840,posterior descending artery,posterior descending artery
heart,,,septal perforating arteries
heart,UBERON:0006958,great cardiac vein,great cardiac vein
heart,UBERON:0009687,middle cardiac vein,middle cardiac vein
heart,UBERON:0002353,atrioventricular bundle,bundle of His
heart,UBERON:0002080,heart right ventricle,right ventricle
heart,UBERON:0006567,right ventricle myocardium,myocardium
heart,FMA:15736,conus artery,conus artery
heart,FMA:3818,right marginal artery,right marginal artery
heart,FMA:9535,Myocardium of right ventricle,myocardium
heart,FMA:7272,Septomarginal trabecula,Moderator band
heart,UBERON:0000946,Cardial valve,Cardial valve
heart,UBERON:0002134,Tricuspid valve,Tricuspid valve
heart,UBERON:0002146,Pulmonary Valve,Pulmonary Valve
heart,UBERON:0002135,Mitral valve,Mitral valve
heart,UBERON:0002137,Aortic valve,Aortic valve
heart,UBERON:0002348,epicardium,Epicardium
heart,FMA:83539,,
kidney,UBERON:0002113,kidney,kidney
kidney,UBERON:0002015,kidney capsule,kidney capsule
kidney,UBERON:0001225,cortex of kidney,cortex of kidney
kidney,UBERON:0002189,outer cortex of kidney,outer cortex of kidney
kidney,UBERON:0004188,glomerular epithelium,Glomerular Epithelium
kidney,UBERON:0005751,glomerular visceral epithelium,visceral epithelial layer
kidney,UBERON:0005271,juxtamedullary cortex,juxtamedullary cortex
kidney,UBERON:0009883,medullary ray,medullary ray
kidney,UBERON:0004203,cortical collecting duct,Collecting Duct (Cortex)
kidney,UBERON:0000362,renal medulla,renal medulla
kidney,UBERON:0004202,kidney outer medulla outer stripe,kidney outer medulla outer stripe
kidney,UBERON:0001291,thick ascending limb of loop of Henle,Loop of Henle (Thick Limb/Medulla)
kidney,UBERON:0004201,kidney outer medulla inner stripe,kidney outer medulla inner stripe
kidney,UBERON:0001289,descending limb of loop of Henle,Loop of Henle (Thin Limb)
kidney,,,descending thin limb of loop of Henle 2
kidney,UBERON:0001294,inner medulla of kidney,inner medulla of kidney
kidney,UBERON:0009202,vasa recta descending limb,Descending Vasa Recta
kidney,UBERON:0001228,renal papilla,renal papilla
kidney,UBERON:0009095,tip of renal papilla,papillary tip
kidney,UBERON:0001225,cortex of kidney,renal cortex
kidney,UBERON:0001284,renal column,renal column (column of Bertin)
kidney,UBERON:0004200,kidney pyramid,renal pyramid
kidney,UBERON:0001285,nephron,nephron
kidney,UBERON:0001229,Renal Corpuscle,Renal Corpuscle
kidney,UBERON:0005750,glomerular parietal epithelium,parietal epithelial layer
kidney,UBERON:0000074,renal glomerulus,renal glomerulus
kidney,UBERON:0004190,renal glomerulus vasculature,Glomerulus Vasculature
kidney,UBERON:0004294,glomerular capillary endothelium,glomerular capillary endothelium
kidney,UBERON:0005215,kidney interstitium,Interstitium
kidney,UBERON:0002319,mesangium,Proximal Tubule
kidney,UBERON:0002320,glomerular mesangium,glomerular mesangium
kidney,UBERON:0001231,nephron tubule,Tubules
kidney,UBERON:0004134,proximal tubule,proximal tubule
kidney,UBERON:0004134,proximal tubule,Proximal Tubule
kidney,UBERON:0004196,proximal convoluted tubule segment 1,proximal convoluted tubule segment 1
kidney,UBERON:0004197,proximal convoluted tubule segment 2,proximal convoluted tubule segment 2
kidney,UBERON:0001290,proximal straight tubule,proximal straight tubule segment 3
kidney,UBERON:0005096,descending thin limb,descending thin limb of loop of Henle
kidney,,,descending thin limb of loop of Henle 1
kidney,,,descending thin limb of loop of Henle 3
kidney,UBERON:0004193,loop of Henle ascending limb thin segment,Loop of Henle (Thin Limb)
kidney,UBERON:0001291,thick ascending limb of loop of Henle,Loop of Henle (Thick Limb)
kidney,UBERON:0001291,thick ascending limb of loop of Henle,Loop of Henle (Thick Limb/Cortex)
kidney,UBERON:0001291,thick ascending limb of loop of Henle,Loop of Henle (Thick Limb/ Cortex)
kidney,UBERON:0002335,macula densa,Macula Densa
kidney,UBERON:0001292,distal convoluted tubule,Distal Convolution
kidney,UBERON:0005097,renal connecting tubule,Connecting Tubule
kidney,UBERON:0004100,renal collecting system,renal collecting system
kidney,UBERON:0001232,collecting duct of renal tubule,Tubules
kidney,UBERON:0001232,collecting duct of renal tubule,Collecting Duct
kidney,UBERON:0004204,outer medullary collecting duct,Collecting Duct (Outer Medulla)
kidney,UBERON:0004205,inner medullary collecting duct,Collecting Duct (Inner Medulla)
kidney,UBERON:0004204,renal outer medullary collecting duct,Collecting Duct (Medulla)
kidney,UBERON:0004203,cortical collecting duct,Collecting Duct
kidney,UBERON:0006544,kidney vasculature,Vessels
kidney,UBERON:0003517,kidney blood vessel,Kidney Blood Vessel
kidney,UBERON:0001986,endothelium,Endothelium (non glomerular)
kidney,UBERON:0034884,juxtaglomerular arteriole,Juxtaglomerular Arteriole
kidney,UBERON:0004639,renal afferent arteriole,Afferent Arteriole
kidney,UBERON:0004640,renal efferent arteriole,Efferent Arteriole
kidney,UBERON:0003527,kidney capillary,Kidney Capillary
kidney,UBERON:0005272,peritubular capillary,Peritubular Capillary
kidney,UBERON:0012441,endothelium of peritubular capillary,Endothelium (non glomerular)
kidney,UBERON:0004726,vasa recta,Vasa Recta
kidney,UBERON:0009091,vasa recta ascending limb,Ascending Vasa Recta
kidney,,,Kidney Lymphatic Vessel
kidney,UBERON:0002042,lymphatic vessel endothelium,Endothelium (non glomerular)
kidney,UBERON:0002303,juxtaglomerular apparatus,Juxtaglomerular Apparatus
kidney,UBERON:0001228,renal papilla,Papilla
kidney,UBERON:0009095,tip of renal papilla,Papillary Tip
kidney,,,Papillary Tip Epithelium
knee,UBERON:0001465,knee,knee
knee,UBERON:0001485,knee joint,knee joint
knee,,,proximal tibia
knee,UBERON:0004098,tibial plateaux,Tibial Plateau
knee,UBERON:0009989,condyle of tibia,condyle of tibia
knee,,,proximal fibula
knee,UBERON:0008775,proximal epiphysis of fibula,head of fibula
knee,UBERON:0002446,patella,Patella
knee,UBERON:0014848,tendon of quadriceps femoris,Patellar Tendon
knee,UBERON:0003676,patellar ligament,Patella Ligament
knee,UBERON:0000387,meniscus,Meniscus
knee,UBERON:0003671,anterior cruciate ligament of knee joint,ACL
knee,UBERON:0003680,posterior cruciate ligament of knee joint,PCL
knee,UBERON:0011088,ligament of knee joint,Collateral Ligaments
knee,UBERON:0002018,synovial membrane of synovial joint,Synovial membrane
knee,UBERON:0003668,synovial bursa,Synovial Bursa
knee,UBERON:0016400,infrapatellar fat pad,Infrapatellar fat pad
knee,UBERON:0009980,condyle of femur,Distal Femur
knee,UBERON:0009984,medial condyle of femur,Medial Condyles
knee,UBERON:0010996,Superior Articular Cartilage,Articular cartilage of a joint
knee,,,Superficial Zone
knee,,,Transitional Zone
knee,,,Deep Zone
knee,,,Tidemark
knee,UBERON:4000088,mineralized cartilage tissue,Mineralized Cartilage
knee,UBERON:0001437,epiphysis,Epiphyseal Bone
knee,,,Subchondral Bone
knee,UBERON:0002483,trabecular bone tissue,trabecular bone
knee,UBERON:0002371,bone marrow,Bone Marrow
knee,UBERON:0007195,stroma of bone marrow,Bone Marrow Stroma
knee,UBERON:0006136,unmyelinated nerve fiber,unmyelinated nerve fiber
knee,UBERON:0002371,bone marrow,Marrow elements
knee,UBERON:0009985,lateral condyle of femur,Lateral Condyle
large_intestine,UBERON:0000059,large intestine,large intestine
large_intestine,UBERON:0000569,ileocecal valve,ileocecal valve
large_intestine,UBERON:0000317,colonic mucosa,mucosa
large_intestine,UBERON:0000397,colonic epithelium,epithelium
large_intestine,UBERON:0011184,epithelium of crypt of Lieberkuhn,epithelium
large_intestine,UBERON:0000397,colonic epithelium,lymphocyte
large_intestine,UBERON:0000397,colonic epithelium,lymphcyte
large_intestine,UBERON:0013485,crypt of Lieberkuhn of colon,crypt
large_intestine,UBERON:0007177,lamina propria of mucosa of colon,lamina propria
large_intestine,UBERON:0001962,gut-associated lymphoid tissue,gut associated lymphoid tissue (GALT)/Isolated lymphoid follicles (ILF)
