identifier,organ,ct
grid.14709.3b,heart,1
grid.9786.0,breast,2
grid.463419.d,liver,7
grid.240952.8,Tonsil,1
grid.14476.30,lung,1
grid.462307.4,brain,1
grid.17089.37,heart,9
grid.6190.e,breast,7
grid.55325.34,Skeletal,2
grid.412588.2,liver,1
grid.411087.b,heart,6
grid.20861.3d,liver,1
grid.412373.0,knee,2
grid.411861.b,heart,2
grid.32224.35,Tonsil,2
grid.442498.7,liver,1
grid.4973.9,kidney,4
grid.7914.b,Tonsil,2
grid.492408.3,kidney,3
grid.411623.3,breast,1
grid.411217.0,breast,13
grid.413795.d,embryo,3
grid.418275.d,heart,5
grid.7692.a,spleen,7
grid.5685.e,heart,1
grid.415847.b,heart,2
grid.469958.f,placenta,3
grid.429238.6,embryo,1
grid.257310.2,knee,1
grid.254187.d,Skeletal,6
grid.5361.1,adipose,1
grid.7155.6,skin,2
grid.413405.7,heart,1
grid.7372.1,brain,1
grid.510410.1,liver,3
grid.5645.2,heart,1
grid.5515.4,lung,2
grid.412590.b,kidney,1
grid.52681.38,brain,2
grid.412633.1,prostate,1
grid.265073.5,lung,1
grid.410802.f,heart,1
grid.240684.c,breast,9
grid.261120.6,liver,1
grid.417018.b,knee,1
grid.508027.8,lung,4
grid.412484.f,uterus,6
grid.415112.2,heart,10
grid.10223.32,liver,8
grid.145695.a,kidney,7
grid.418152.b,kidney,1
grid.11899.38,embryo,7
grid.5132.5,skin,9
grid.13402.34,breast,33
grid.452438.c,liver,3
grid.410560.6,kidney,5
grid.452847.8,kidney,1
grid.420148.b,liver,1
grid.27755.32,kidney,3
grid.414055.1,liver,2
grid.411938.6,liver,2
grid.441837.d,bone marrow,1
grid.9707.9,heart,1
grid.417965.8,liver,2
grid.25055.37,breast,3
grid.410914.9,liver,2
grid.464829.5,skin,7
grid.5072.0,breast,13
grid.449637.b,lung,2
grid.478063.e,breast,8
grid.5734.5,spinal cord,1
grid.418270.8,eye,1
grid.410556.3,heart,2
grid.427783.d,lung,6
grid.8395.7,lung,3
grid.55325.34,heart,7
grid.67105.35,liver,1
grid.260969.2,kidney,1
grid.411024.2,brain,2
grid.452599.6,lung,1
grid.410563.5,breast,3
grid.254567.7,liver,1
grid.449268.5,kidney,2
grid.411600.2,skin,5
grid.411965.e,breast,2
grid.413840.a,prostate,2
grid.27255.37,heart,2
grid.416155.2,liver,1
grid.416592.d,prostate,11
grid.412440.7,Skeletal,1
grid.517728.e,liver,1
grid.411189.4,lung,1
grid.411539.b,kidney,1
grid.259828.c,lung,1
grid.18147.3b,prostate,1
grid.410807.a,breast,8
grid.49606.3d,ovary,3
grid.411403.3,liver,5
grid.412633.1,brain,4
grid.459927.4,lung,1
grid.429997.8,brain,2
grid.412604.5,brain,11
grid.1019.9,prostate,2
grid.410368.8,adipose,1
grid.466101.4,skin,1
grid.448952.6,breast,4
grid.412186.8,eye,1
grid.240541.6,spinal cord,4
grid.419349.2,breast,3
grid.25152.31,ovary,4
grid.411947.e,adipose,9
grid.444465.3,heart,8
grid.31432.37,knee,4
grid.444858.1,bone marrow,1
grid.428397.3,breast,3
grid.496160.c,brain,6
grid.1038.a,skin,3
grid.1019.9,eye,4
grid.414927.d,lung,1
grid.468917.5,eye,1
grid.412689.0,liver,1
grid.411588.1,breast,3
grid.442849.7,heart,3
grid.473732.6,embryo,1
grid.417366.1,Skeletal,6
grid.411179.b,eye,2
grid.429051.b,Skeletal,1
grid.414956.b,Tonsil,3
grid.32224.35,kidney,1
grid.89957.3a,kidney,12
grid.154185.c,liver,1
grid.9763.b,lymph node,2
grid.430605.4,lung,1
grid.412484.f,spleen,3
grid.411275.4,placenta,21
grid.17091.3e,Skeletal,3
grid.414467.4,breast,1
grid.4991.5,prostate,2
grid.416912.9,lung,1
grid.42475.30,embryo,1
grid.417384.d,lung,3
grid.412462.7,liver,1
grid.28046.38,kidney,1
grid.416167.3,knee,2
grid.417093.8,spinal cord,5
grid.9909.9,kidney,11
grid.414809.0,ovary,5
grid.1040.5,eye,1
grid.30064.31,embryo,1
grid.412150.3,liver,2
grid.21107.35,skin,1
grid.22072.35,heart,1
grid.412977.e,adipose,3
grid.433671.4,liver,3
grid.233520.5,prostate,6
grid.410345.7,lung,1
grid.25152.31,liver,6
grid.257060.6,spinal cord,3
grid.413618.9,prostate,8
grid.263536.7,breast,2
grid.28056.39,skin,5
grid.214572.7,eye,3
grid.19006.3e,breast,20
grid.415768.9,liver,2
grid.413233.4,knee,1
grid.17091.3e,breast,5
grid.415662.2,breast,8
grid.411847.f,lung,1
grid.412345.5,brain,1
grid.1013.3,lung,1
grid.411975.f,breast,5
grid.411705.6,bone marrow,2
grid.24696.3f,kidney,7
grid.8767.e,breast,1
grid.25879.31,knee,1
grid.467415.5,breast,3
grid.414280.b,lung,5
grid.413132.6,Skeletal,1
grid.267207.6,skin,1
grid.416139.8,ovary,1
grid.419705.e,liver,1
grid.416973.e,breast,1
grid.66875.3a,eye,6
grid.258676.8,liver,3
grid.411194.8,embryo,3
grid.452666.5,prostate,3
grid.258970.1,brain,6
grid.414682.d,brain,2
grid.415051.4,skin,1
grid.414778.9,lymph node,4
grid.506995.6,prostate,7
grid.7256.6,breast,1
grid.482286.2,lung,1
grid.419563.c,skin,1
grid.413897.0,breast,1
grid.4514.4,placenta,2
grid.9026.d,breast,2
grid.1013.3,heart,15
grid.10586.3a,embryo,1
grid.470165.1,lymph node,9
grid.411750.6,breast,8
grid.470097.d,breast,5
grid.496685.0,knee,15
grid.410914.9,lymph node,6
grid.419419.0,brain,1
grid.416219.9,knee,2
grid.411948.1,lung,1
grid.416963.f,lung,7
grid.4514.4,brain,3
grid.414306.4,bone marrow,8
grid.460248.c,heart,1
grid.7763.5,liver,1
grid.263724.6,skin,2
grid.412465.0,prostate,1
grid.477991.5,prostate,1
grid.10939.32,heart,4
grid.263451.7,skin,4
grid.427917.e,knee,1
grid.4714.6,brain,3
grid.67033.31,pancreas,1
grid.411861.b,liver,2
grid.411474.3,kidney,6
grid.4280.e,heart,8
grid.83440.3b,skin,2
grid.11586.3b,liver,5
grid.412871.9,lung,1
grid.488530.2,breast,1
grid.254229.a,brain,7
grid.411082.e,heart,1
grid.260975.f,brain,2
grid.450834.e,heart,3
grid.414008.9,kidney,2
grid.4514.4,urinary bladder,7
grid.419159.1,liver,2
grid.131063.6,liver,2
grid.441871.f,thymus,1
grid.15485.3d,heart,1
grid.412659.d,skin,2
grid.411744.3,lung,2
grid.416171.4,liver,1
grid.412449.e,lung,1
grid.11047.33,brain,1
grid.15474.33,kidney,1
grid.410804.9,small intestine,4
grid.411947.e,Skeletal,6
grid.415845.9,lung,1
grid.415600.6,lung,1
grid.412433.3,breast,7
grid.411204.2,lung,18
grid.411746.1,adipose,9
grid.412134.1,lung,1
grid.5338.d,skin,2
grid.15667.33,skin,1
grid.464625.7,liver,1
grid.17091.3e,fetus,1
grid.9681.6,heart,1
grid.417984.7,skin,3
grid.10423.34,lymph node,7
grid.8404.8,liver,2
grid.413161.0,liver,2
grid.261128.e,brain,4
grid.412813.d,liver,1
grid.40263.33,kidney,1
grid.51462.34,breast,81
grid.5685.e,eye,3
grid.418222.f,heart,1
grid.412988.e,eye,1
grid.414483.e,uterus,1
grid.5253.1,lung,15
grid.411775.1,placenta,3
grid.497477.e,liver,1
grid.440183.a,breast,4
grid.412339.e,heart,2
grid.83440.3b,heart,7
grid.411190.c,brain,2
grid.416166.2,breast,5
grid.15788.33,brain,1
grid.10988.38,lung,1
grid.260126.1,liver,4
grid.412936.b,knee,1
grid.460789.4,adipose,7
grid.1022.1,brain,1
grid.8484.0,heart,4
grid.22098.31,eye,3
grid.73221.35,lung,2
grid.45978.37,kidney,2
grid.419336.a,liver,8
grid.1014.4,heart,4
grid.414012.2,skin,1
grid.411705.6,skin,3
grid.412813.d,pancreas,1
grid.413503.0,heart,1
grid.417468.8,eye,9
grid.266100.3,brain,4
grid.449495.1,knee,6
grid.434994.7,breast,3
grid.266100.3,kidney,1
grid.469887.c,ovary,1
grid.421335.2,liver,1
grid.419420.a,bone marrow,3
grid.69566.3a,kidney,2
grid.411984.1,heart,1
grid.38142.3c,spinal cord,1
grid.5117.2,lung,2
grid.38142.3c,uterus,1
grid.212340.6,breast,1
grid.412763.5,adipose,1
grid.264381.a,Skeletal,8
grid.412814.a,breast,10
grid.1057.3,heart,6
grid.5734.5,Skeletal,2
grid.488547.2,lung,1
grid.56302.32,thymus,2
grid.150338.c,lung,4
grid.10598.35,liver,1
grid.412617.7,liver,1
grid.412079.9,breast,2
grid.411583.a,lung,4
grid.491767.a,lung,4
grid.203507.3,lymph node,1
grid.6142.1,liver,16
grid.5570.7,skin,3
grid.412993.4,lung,1
grid.412870.8,breast,1
grid.1055.1,breast,34
grid.464909.6,lymph node,6
grid.492124.8,knee,1
grid.420149.a,lymph node,2
grid.445344.6,heart,1
grid.412689.0,lung,1
grid.414956.b,lymph node,5
grid.256896.6,liver,5
grid.9027.c,lung,2
grid.9829.a,breast,2
grid.410427.4,heart,1
grid.8198.8,brain,4
grid.461417.1,brain,1
grid.410714.7,Skeletal,2
grid.411544.1,lung,7
grid.256607.0,breast,3
grid.444688.2,liver,1
grid.261674.0,skin,1
grid.17063.33,liver,8
grid.459609.7,breast,1
grid.7080.f,adipose,3
grid.1005.4,breast,18
grid.462844.8,heart,4
grid.412689.0,breast,7
grid.412479.d,prostate,1
grid.137628.9,kidney,3
grid.412439.9,lung,2
grid.416958.7,breast,1
grid.444602.0,breast,1
grid.8142.f,heart,6
grid.413448.e,liver,12
grid.13276.31,Skeletal,5
grid.492832.6,prostate,5
grid.426430.7,adipose,1
grid.68312.3e,kidney,1
grid.164295.d,liver,5
grid.63054.34,heart,1
grid.411656.1,lung,10
grid.411036.1,liver,13
grid.410712.1,lung,10
grid.65519.3e,breast,1
grid.41156.37,liver,2
grid.12082.39,liver,1
grid.214458.e,liver,1
grid.8195.5,breast,7
grid.473272.7,liver,1
grid.7400.3,brain,3
grid.457337.1,placenta,5
grid.137628.9,knee,3
grid.412140.2,liver,2
grid.10706.30,brain,1
grid.28803.31,ovary,1
grid.420197.9,lymph node,1
grid.11696.39,kidney,1
grid.15628.38,knee,5
grid.66875.3a,knee,1
grid.9613.d,skin,1
grid.9762.a,breast,2
grid.411539.b,liver,1
grid.412676.0,spinal cord,13
grid.412552.5,knee,7
grid.4868.2,kidney,1
grid.5963.9,lung,10
grid.470117.4,heart,1
grid.449337.e,liver,2
grid.284723.8,placenta,1
grid.27255.37,lung,3
grid.412571.4,lung,2
grid.410371.0,spinal cord,1
grid.7886.1,skin,4
grid.267360.6,lymph node,1
grid.418872.0,breast,5
grid.411230.5,adipose,1
grid.265436.0,bone marrow,5
grid.6268.a,skin,1
grid.469935.4,lung,2
grid.5253.1,liver,6
grid.7836.a,skin,2
grid.419380.7,breast,1
grid.11194.3c,prostate,4
grid.416118.b,heart,1
grid.411941.8,liver,2
grid.30760.32,liver,3
grid.463166.0,liver,7
grid.412364.6,lung,3
grid.411036.1,breast,7
grid.5608.b,heart,3
grid.18886.3f,breast,23
grid.7632.0,eye,1
grid.263761.7,liver,24
grid.8395.7,heart,2
grid.419216.9,adipose,1
grid.412571.4,heart,8
grid.411095.8,breast,4
grid.443382.a,breast,1
grid.10689.36,placenta,3
grid.413106.1,adipose,6
grid.482898.7,liver,1
grid.449625.8,heart,1
grid.28046.38,breast,4
grid.440227.7,liver,6
grid.256115.4,heart,5
grid.263136.3,liver,1
grid.443867.a,breast,2
grid.26999.3d,lung,9
grid.4605.7,lymph node,3
grid.5288.7,brain,14
grid.449031.b,lung,1
grid.414953.e,ovary,3
grid.418304.a,lung,5
grid.5836.8,lung,3
grid.411975.f,skin,9
grid.465471.5,skin,1
grid.5570.7,brain,3
grid.417743.2,embryo,2
grid.1002.3,kidney,1
grid.5216.0,kidney,1
grid.464831.c,breast,2
grid.250889.e,liver,4
grid.411545.0,bone marrow,6
grid.467018.c,breast,3
grid.473597.b,lung,4
grid.266186.d,knee,1
grid.134936.a,embryo,3
grid.412603.2,liver,2
grid.4827.9,lung,1
grid.453135.5,Skeletal,1
grid.29980.3a,liver,6
grid.418280.7,breast,5
grid.16890.36,Skeletal,1
grid.255137.7,heart,9
grid.469552.9,breast,1
grid.411795.f,skin,7
grid.9582.6,thymus,1
grid.411630.1,lung,1
grid.445209.e,skin,1
grid.412113.4,lymph node,1
grid.452828.1,liver,4
grid.429046.d,Tonsil,4
grid.5842.b,breast,2
grid.418152.b,breast,3
grid.263736.5,lymph node,3
grid.263452.4,brain,1
grid.240145.6,lung,19
grid.34428.39,Skeletal,1
grid.414291.b,heart,1
grid.488439.a,eye,6
grid.56061.34,brain,6
grid.264260.4,kidney,1
grid.263138.d,breast,8
grid.414462.1,heart,1
grid.240324.3,spinal cord,1
grid.412832.e,breast,1
grid.6936.a,kidney,4
grid.260975.f,lung,12
grid.255649.9,Tonsil,24
grid.23231.31,liver,1
grid.412782.a,skin,4
grid.137628.9,Skeletal,1
grid.413054.7,breast,1
grid.213917.f,liver,8
grid.470036.6,lung,1
grid.239585.0,breast,1
grid.15276.37,heart,1
grid.263765.3,heart,1
grid.8391.3,skin,3
grid.412623.0,liver,1
grid.440883.3,liver,1
grid.22072.35,brain,3
grid.412966.e,lymph node,5
grid.263138.d,placenta,4
grid.7252.2,eye,2
grid.413483.9,liver,1
grid.26009.3d,placenta,5
grid.5284.b,small intestine,8
grid.10784.3a,placenta,3
grid.5640.7,skin,1
grid.414008.9,lung,4
grid.412904.a,adipose,3
grid.414370.5,spinal cord,1
grid.410814.8,brain,6
grid.411600.2,ovary,4
grid.442863.f,breast,4
grid.461155.2,prostate,1
grid.413207.3,lung,1
grid.412670.6,breast,2
grid.163032.5,brain,2
grid.467691.b,skin,20
grid.8142.f,knee,1
grid.207374.5,prostate,1
grid.24516.34,liver,11
grid.6363.0,liver,4
grid.266464.4,heart,1
grid.11173.35,breast,3
grid.415721.4,brain,6
grid.261674.0,embryo,2
grid.411967.c,embryo,2
grid.412313.6,breast,3
grid.224260.0,bone marrow,2
grid.20515.33,bone marrow,9
grid.4495.c,kidney,3
grid.411661.5,liver,4
grid.512375.7,brain,1
grid.266100.3,heart,4
grid.38142.3c,ovary,1
grid.7372.1,liver,13
grid.278247.c,lung,1
grid.411839.6,skin,1
grid.469887.c,heart,2
grid.421464.1,heart,2
grid.413823.f,breast,1
grid.413165.4,breast,1
grid.264260.4,lung,1
grid.434440.3,breast,4
grid.9670.8,embryo,1
grid.415994.4,breast,3
grid.11696.39,embryo,3
grid.410332.7,liver,1
grid.462496.b,lung,4
grid.42505.36,adipose,5
grid.10420.37,lung,4
grid.416166.2,eye,3
grid.416518.f,liver,1
grid.416116.5,skin,1
grid.414358.f,kidney,1
grid.454232.6,breast,1
grid.428926.3,prostate,25
grid.24696.3f,adipose,5
grid.252957.e,pelvis,2
grid.460687.b,liver,14
grid.37828.36,lung,1
grid.266813.8,kidney,2
grid.412579.c,breast,7
grid.448607.9,breast,5
grid.59734.3c,kidney,1
grid.417295.c,adipose,3
grid.250674.2,breast,1
grid.418974.7,skin,14
grid.59062.38,lung,8
grid.416986.4,heart,3
grid.506046.1,liver,3
grid.440144.1,prostate,1
grid.7130.5,eye,2
grid.466855.c,kidney,1
grid.411304.3,spleen,7
grid.39158.36,liver,19
grid.452356.3,heart,1
grid.12981.33,knee,7
grid.414137.4,lung,1
grid.414980.0,prostate,6
grid.254230.2,liver,4
grid.5254.6,breast,2
grid.417365.2,lymph node,1
grid.411631.0,lung,1
grid.260483.b,brain,1
grid.419543.e,heart,2
grid.410688.3,liver,1
grid.412444.3,skin,3
grid.9757.c,breast,5
grid.8585.0,brain,2
grid.459323.a,heart,2
grid.411963.8,eye,7
grid.452404.3,brain,1
grid.22937.3d,liver,11
grid.416288.1,breast,3
grid.462889.9,breast,1
grid.5771.4,adipose,5
grid.412540.6,breast,6
grid.168010.e,pancreas,1
grid.412540.6,liver,2
grid.452824.d,breast,4
grid.454682.9,eye,1
grid.449889.0,brain,1
grid.412591.a,lung,2
grid.502801.e,prostate,1
grid.414850.c,knee,3
grid.440812.b,breast,1
grid.412857.d,kidney,6
grid.461712.7,lung,4
grid.414603.4,heart,3
grid.412372.1,liver,1
grid.412612.2,embryo,1
grid.420953.9,breast,1
grid.412563.7,liver,3
grid.430506.4,Skeletal,1
grid.449102.a,liver,1
grid.214458.e,breast,23
grid.412194.b,breast,6
grid.440144.1,breast,1
grid.7839.5,lung,5
grid.412099.7,lung,4
grid.412015.3,liver,3
grid.411452.7,skin,1
grid.450078.e,breast,1
grid.254230.2,brain,2
grid.490568.6,Skeletal,1
grid.464671.6,Tonsil,5
grid.412438.8,kidney,2
grid.412891.7,Skeletal,6
grid.12527.33,brain,4
grid.411947.e,lung,21
grid.12527.33,heart,5
grid.292487.2,embryo,9
grid.1013.3,liver,3
grid.449569.3,brain,1
grid.31151.37,breast,1
grid.137628.9,skin,1
grid.1003.2,eye,1
grid.415020.2,lung,1
grid.414562.0,eye,1
grid.1004.5,breast,9
grid.411239.c,kidney,1
grid.412694.c,embryo,5
grid.440535.3,breast,1
grid.26999.3d,skin,7
grid.462105.4,embryo,1
grid.418196.3,liver,3
grid.59734.3c,heart,4
grid.452288.1,eye,1
grid.462844.8,lung,1
grid.39158.36,kidney,8
grid.417517.1,breast,5
grid.412946.c,brain,1
grid.240562.7,Skeletal,1
grid.5640.7,liver,4
grid.411508.9,prostate,1
grid.411990.4,embryo,4
grid.11843.3f,Skeletal,6
grid.11893.32,skin,1
grid.47100.32,heart,2
grid.29857.31,heart,1
grid.412558.f,breast,1
grid.417423.7,brain,1
grid.412242.3,breast,1
grid.5608.b,Skeletal,1
grid.5802.f,Skeletal,1
grid.417946.9,breast,2
grid.241223.4,breast,2
grid.489525.7,lung,5
grid.170205.1,lung,7
grid.431077.6,breast,2
grid.24381.3c,liver,1
grid.22072.35,Skeletal,5
grid.22072.35,skin,5
grid.440678.9,prostate,1
grid.1027.4,Skeletal,1
grid.27871.3b,ovary,2
grid.63984.30,brain,1
grid.239395.7,breast,9
grid.7256.6,Skeletal,1
grid.29857.31,kidney,1
grid.266100.3,spinal cord,6
grid.39381.30,liver,1
grid.4305.2,bone marrow,2
grid.410356.5,heart,11
grid.416466.7,lung,6
grid.8142.f,lung,2
grid.31501.36,uterus,4
grid.4367.6,kidney,4
grid.412608.9,adipose,2
grid.412908.6,skin,1
grid.1006.7,knee,1
grid.414462.1,kidney,1
grid.414523.5,lung,1
grid.27476.30,liver,2
grid.16821.3c,prostate,2
grid.5386.8,eye,6
grid.428158.2,skin,4
grid.47100.32,liver,7
grid.430814.a,breast,19
grid.415854.9,breast,1
grid.1049.c,liver,1
grid.254148.e,breast,1
grid.10215.37,Skeletal,1
grid.240145.6,eye,1
grid.5132.5,heart,9
grid.185448.4,breast,1
grid.264784.b,Skeletal,4
grid.412908.6,large intestine,5
grid.413615.4,heart,1
grid.265008.9,eye,7
grid.450257.1,lymph node,13
grid.36567.31,eye,2
grid.414148.c,heart,2
grid.429234.a,breast,1
grid.440422.4,kidney,1
grid.19006.3e,prostate,18
grid.413058.b,prostate,7
grid.216499.1,brain,2
grid.414291.b,lung,1
grid.410800.d,eye,6
grid.1374.1,breast,1
grid.48769.34,brain,5
grid.476734.5,prostate,2
grid.94365.3d,embryo,2
grid.418508.0,breast,1
grid.240473.6,breast,4
grid.4563.4,placenta,4
grid.420129.c,spleen,3
grid.35541.36,embryo,2
grid.5284.b,knee,1
grid.412019.f,breast,5
grid.502122.6,embryo,2
grid.239638.5,brain,1
grid.263138.d,embryo,1
grid.411301.6,bone marrow,1
grid.10419.3d,adipose,13
grid.412601.0,kidney,1
grid.412461.4,breast,1
grid.8404.8,breast,8
grid.458384.6,heart,1
grid.1008.9,liver,2
grid.412484.f,heart,2
grid.1022.1,breast,1
grid.264200.2,brain,1
grid.5884.1,ovary,6
grid.6530.0,brain,1
grid.271762.7,liver,10
grid.411681.b,knee,1
grid.462544.5,liver,1
grid.11135.37,liver,19
grid.415772.2,knee,5
grid.469958.f,breast,1
grid.411368.9,adipose,3
grid.241116.1,brain,7
grid.121334.6,breast,5
grid.414608.f,breast,2
grid.289247.2,lung,1
grid.411406.6,skin,4
grid.469939.8,thymus,1
grid.419897.a,kidney,6
grid.459450.9,skin,2
grid.1048.d,breast,9
grid.43555.32,liver,5
grid.35541.36,brain,3
grid.64924.3d,prostate,3
grid.7605.4,lung,1
grid.423693.9,thymus,1
grid.261356.5,skin,9
grid.66859.34,breast,1
grid.49470.3e,liver,4
grid.411142.3,liver,2
grid.4563.4,knee,4
grid.9581.5,breast,11
grid.6341.0,Skeletal,1
grid.59734.3c,brain,5
grid.449492.6,lung,1
grid.412970.9,prostate,4
grid.415490.d,liver,1
grid.419782.1,lung,3
grid.29906.34,liver,1
grid.1003.2,brain,1
grid.430780.8,lung,1
grid.262229.f,Skeletal,3
grid.414956.b,skin,4
grid.452845.a,lung,12
grid.412694.c,liver,1
grid.411733.3,Skeletal,4
grid.488915.9,lung,4
grid.467228.d,brain,2
grid.443152.5,kidney,9
grid.416980.2,liver,1
grid.5132.5,Skeletal,1
grid.10267.32,breast,2
grid.279885.9,heart,2
grid.249967.7,eye,1
grid.267500.6,liver,1
grid.261331.4,embryo,2
grid.8993.b,breast,6
grid.414057.3,pancreas,1
grid.4567.0,lymph node,2
grid.55614.33,small intestine,3
grid.444938.6,brain,2
grid.410821.e,lung,23
grid.22072.35,spinal cord,2
grid.412211.5,lung,2
grid.24515.37,liver,1
grid.476483.a,skin,1
grid.7445.2,brain,22
grid.411704.7,lymph node,1
grid.452456.4,eye,4
grid.415154.0,knee,1
grid.413571.5,breast,2
grid.89336.37,Skeletal,2
grid.1012.2,skin,2
grid.32056.32,liver,8
grid.15462.34,brain,1
grid.263761.7,lung,4
grid.410804.9,pancreas,1
grid.461820.9,lung,3
grid.414057.3,liver,1
grid.410736.7,kidney,9
grid.411269.9,adipose,6
grid.255272.5,brain,5
grid.416383.b,heart,2
grid.7220.7,embryo,7
grid.28046.38,heart,13
grid.261674.0,ovary,3
grid.5342.0,breast,11
grid.272242.3,lung,1
grid.14005.30,bone marrow,1
grid.419332.e,breast,2
grid.412060.1,breast,1
grid.12380.38,liver,5
grid.1021.2,breast,4
grid.7776.1,liver,24
grid.413362.1,heart,1
grid.413648.c,lung,1
grid.289247.2,Skeletal,2
grid.262962.b,lung,2
grid.131063.6,heart,2
grid.12527.33,liver,7
grid.260088.4,skin,1
grid.412243.2,Skeletal,6
grid.416782.e,lung,3
grid.22072.35,kidney,3
grid.7563.7,prostate,1
grid.414980.0,spleen,1
grid.26597.3f,heart,4
grid.414306.4,breast,1
grid.9613.d,liver,1
grid.411982.7,liver,3
grid.8391.3,bone marrow,2
grid.412027.2,breast,2
grid.412871.9,embryo,1
grid.262641.5,skin,1
grid.415642.0,Skeletal,1
grid.468189.a,lung,2
grid.412344.4,pancreas,1
grid.466838.7,brain,2
grid.413106.1,breast,9
grid.411909.4,liver,20
grid.10417.33,prostate,5
grid.1024.7,prostate,4
grid.411447.3,prostate,1
grid.419139.7,embryo,1
grid.459614.b,lung,11
grid.16750.35,breast,8
grid.4777.3,liver,1
grid.34477.33,liver,23
grid.256922.8,prostate,6
grid.16872.3a,brain,2
grid.419020.e,lung,2
grid.1010.0,liver,2
grid.437825.f,heart,5
grid.428448.6,embryo,5
grid.436474.6,eye,2
grid.412125.1,Tonsil,7
grid.266464.4,skin,1
grid.40263.33,ovary,4
grid.1039.b,embryo,5
grid.414179.e,lung,2
grid.412707.7,Tonsil,1
grid.1013.3,kidney,1
grid.7468.d,embryo,1
grid.1029.a,ovary,5
grid.9851.5,knee,4
grid.444487.f,breast,1
grid.451052.7,heart,1
grid.240324.3,Skeletal,2
grid.475010.7,knee,1
grid.410726.6,liver,18
grid.265021.2,breast,6
grid.1051.5,kidney,2
grid.252546.2,adipose,1
grid.26999.3d,Skeletal,4
grid.7132.7,kidney,1
grid.413618.9,ureter,11
grid.240324.3,lung,2
grid.412167.7,lung,11
grid.415895.4,knee,1
grid.80510.3c,Skeletal,17
grid.420004.2,skin,1
grid.490517.e,lung,7
grid.410556.3,Skeletal,1
grid.411494.d,Tonsil,3
grid.411667.3,breast,3
grid.259676.9,knee,3
grid.415852.f,eye,1
grid.164295.d,breast,8
grid.420754.0,breast,12
grid.7450.6,prostate,1
grid.449442.b,liver,1
grid.16753.36,ovary,1
grid.488387.8,lung,6
grid.419840.0,adipose,7
grid.6572.6,Skeletal,2
grid.418742.c,brain,1
grid.12136.37,kidney,1
grid.29857.31,breast,5
grid.434812.8,liver,1
grid.19477.3c,heart,4
grid.263138.d,liver,3
grid.445962.8,liver,1
grid.274841.c,heart,1
grid.473330.0,liver,2
grid.263171.0,kidney,1
grid.263826.b,breast,7
grid.264381.a,liver,25
grid.64924.3d,adipose,1
grid.464939.5,eye,7
grid.31501.36,breast,16
grid.477898.d,breast,2
grid.411474.3,skin,1
grid.254229.a,eye,2
grid.262229.f,skin,9
grid.415105.4,heart,2
grid.43519.3a,skin,1
grid.418801.4,heart,1
grid.412725.7,bone marrow,3
grid.7429.8,brain,2
grid.15276.37,Skeletal,4
grid.419095.0,kidney,1
grid.8430.f,pancreas,2
grid.413941.a,fetus,1
grid.412112.5,knee,5
grid.430852.8,lung,1
grid.5338.d,liver,2
grid.414084.d,knee,1
grid.415869.7,kidney,3
grid.261112.7,heart,2
grid.442033.2,kidney,1
grid.414329.9,lung,4
grid.466769.c,liver,2
grid.412737.4,liver,1
grid.7147.5,lymph node,8
grid.89336.37,eye,2
grid.464753.7,liver,1
grid.1024.7,breast,1
grid.420169.8,adipose,1
grid.412935.8,knee,1
grid.256304.6,Skeletal,1
grid.439697.6,breast,2
grid.263452.4,lung,1
grid.440801.9,liver,5
grid.452797.a,breast,1
grid.496666.d,placenta,1
grid.412679.f,liver,2
grid.10420.37,embryo,1
grid.429252.a,prostate,5
grid.266860.c,brain,1
grid.412581.b,breast,1
grid.411639.8,knee,1
grid.460176.2,liver,1
grid.415306.5,pancreas,9
grid.263333.4,skin,2
grid.59025.3b,breast,1
grid.415237.6,breast,4
grid.253562.5,liver,1
grid.8195.5,kidney,1
grid.452868.5,embryo,1
grid.452209.8,breast,1
grid.415921.a,breast,2
grid.261331.4,lung,1
grid.440773.3,lung,2
grid.266813.8,liver,3
grid.419616.d,lung,3
grid.413463.7,spinal cord,1
grid.502998.f,lung,1
grid.410559.c,skin,3
grid.28046.38,brain,5
grid.411617.4,bone marrow,10
grid.222754.4,breast,7
grid.411677.2,liver,7
grid.9723.f,breast,5
grid.26009.3d,kidney,15
grid.266623.5,pancreas,2
grid.443508.e,eye,1
grid.11841.3d,lung,5
grid.460111.3,kidney,1
grid.33763.32,brain,20
grid.411600.2,lung,5
grid.253755.3,liver,2
grid.412019.f,lung,10
grid.4991.5,breast,5
grid.411120.7,heart,1
grid.426108.9,eye,4
grid.266813.8,breast,7
grid.419773.f,liver,4
grid.430253.3,breast,1
grid.411600.2,knee,2
grid.417747.6,breast,10
grid.412479.d,small intestine,3
grid.435541.2,breast,3
grid.8404.8,Skeletal,1
grid.413103.4,prostate,1
grid.412594.f,breast,15
grid.284723.8,lung,8
grid.17088.36,liver,16
grid.134907.8,lung,1
grid.13648.38,kidney,1
grid.410736.7,liver,6
grid.5342.0,prostate,3
grid.506582.c,lung,1
grid.5252.0,lymph node,3
grid.252749.f,liver,1
grid.10403.36,kidney,15
grid.418274.c,prostate,3
grid.1018.8,heart,3
grid.414252.4,prostate,4
grid.256304.6,liver,6
grid.427618.e,brain,3
grid.419140.9,liver,2
grid.488402.2,heart,5
grid.426884.4,breast,1
grid.7400.3,knee,5
grid.461681.c,bone marrow,1
