identifier,organ,ct
grid.411497.e,adipose,5
grid.416153.4,breast,1
grid.411447.3,breast,1
grid.437959.5,breast,1
grid.410686.d,liver,8
grid.266865.9,breast,1
grid.5110.5,bone marrow,1
grid.440180.9,lung,1
grid.411124.3,Skeletal,1
grid.411507.6,pancreas,4
grid.490073.9,knee,11
grid.463592.f,breast,4
grid.264772.2,breast,1
grid.450257.1,embryo,1
grid.13402.34,liver,35
grid.4714.6,heart,3
grid.412050.2,liver,1
grid.453420.4,heart,1
grid.24827.3b,skin,1
grid.10516.33,brain,1
grid.444688.2,breast,4
grid.4495.c,heart,1
grid.5510.1,kidney,1
grid.459687.1,liver,1
grid.251612.3,liver,1
grid.25786.3e,liver,3
grid.1007.6,lung,2
grid.411340.3,breast,4
grid.442113.1,heart,1
grid.413648.c,breast,4
grid.411144.5,Skeletal,1
grid.5522.0,heart,1
grid.7605.4,heart,1
grid.416256.2,skin,1
grid.417189.2,knee,1
grid.7839.5,liver,6
grid.5719.a,embryo,1
grid.412831.d,heart,3
grid.9582.6,lung,3
grid.6451.6,breast,2
grid.185448.4,skin,1
grid.412653.7,liver,1
grid.414173.4,breast,6
grid.479672.9,liver,1
grid.417303.2,ovary,1
grid.47894.36,breast,1
grid.452790.d,brain,2
grid.491653.c,lung,4
grid.414252.4,heart,5
grid.411660.4,liver,1
grid.33003.33,breast,11
grid.411204.2,liver,1
grid.416257.3,adipose,5
grid.413618.9,placenta,5
grid.413774.2,breast,9
grid.454320.4,brain,2
grid.77602.34,lung,10
grid.440699.6,lung,5
grid.36425.36,prostate,4
grid.444354.6,knee,1
grid.477921.e,kidney,1
grid.13402.34,eye,1
grid.6572.6,lung,1
grid.94365.3d,heart,3
grid.414008.9,breast,15
grid.35403.31,liver,4
grid.414675.5,breast,5
grid.411918.4,lung,8
grid.267301.1,brain,1
grid.240541.6,skin,3
grid.5515.4,breast,2
grid.411731.1,breast,4
grid.464941.a,breast,1
grid.222754.4,adipose,6
grid.9024.f,breast,1
grid.9654.e,liver,4
grid.418304.a,breast,2
grid.411508.9,liver,10
grid.410818.4,heart,5
grid.9018.0,lung,7
grid.9764.c,brain,4
grid.492781.1,lung,1
grid.411947.e,knee,7
grid.505922.9,lung,2
grid.456586.c,eye,2
grid.254147.1,breast,1
grid.4714.6,breast,9
grid.412936.b,brain,3
grid.194645.b,kidney,1
grid.6363.0,brain,1
grid.425888.b,heart,3
grid.8379.5,brain,2
grid.12477.37,skin,2
grid.267827.e,liver,2
grid.411769.c,breast,1
grid.411733.3,bone marrow,5
grid.411017.2,heart,4
grid.465035.1,Skeletal,3
grid.413079.8,heart,1
grid.416972.f,heart,2
grid.419835.2,lung,1
grid.266813.8,lung,3
grid.4808.4,liver,1
grid.4691.a,eye,6
grid.54549.39,liver,7
grid.24696.3f,lung,16
grid.412237.1,brain,8
grid.34429.38,embryo,5
grid.413952.8,lymph node,2
grid.116068.8,liver,2
grid.415021.3,breast,1
grid.254230.2,lung,17
grid.412485.e,skin,6
grid.440812.b,lung,1
grid.11451.30,brain,4
grid.261674.0,brain,3
grid.47100.32,kidney,9
grid.280664.e,skin,1
grid.9757.c,skin,1
grid.5253.1,spinal cord,5
grid.412966.e,heart,8
grid.478151.e,lung,4
grid.418376.f,skin,2
grid.417390.8,prostate,5
grid.412037.3,liver,3
grid.8756.c,lung,2
grid.458441.8,skin,5
grid.415085.d,Skeletal,1
grid.12525.31,liver,9
grid.225262.3,heart,1
grid.24704.35,liver,2
grid.26091.3c,ureter,1
grid.410349.b,brain,1
grid.418193.6,liver,1
grid.83440.3b,placenta,1
grid.9654.e,pancreas,3
grid.419167.c,lymph node,4
grid.449051.d,Skeletal,1
grid.416116.5,prostate,3
grid.410421.2,prostate,5
grid.414612.4,liver,7
grid.410886.3,embryo,2
grid.440801.9,prostate,1
grid.26790.3a,prostate,2
grid.411525.6,breast,4
grid.412593.8,liver,11
grid.17063.33,heart,3
grid.258799.8,heart,2
grid.5361.1,brain,2
grid.411901.c,skin,1
grid.286440.c,Tonsil,2
grid.418428.3,liver,3
grid.448952.6,liver,4
grid.417168.d,breast,1
grid.16821.3c,heart,14
grid.259879.8,breast,1
grid.413057.4,lung,1
grid.214572.7,brain,1
grid.421291.d,heart,10
grid.5611.3,adipose,2
grid.445307.1,heart,1
grid.410427.4,uterus,8
grid.412041.2,heart,1
grid.265436.0,breast,2
grid.5522.0,skin,2
grid.464618.9,liver,3
grid.418711.a,breast,1
grid.411249.b,fetus,5
grid.416888.b,lymph node,5
grid.266539.d,lung,9
grid.21729.3f,eye,1
grid.440875.a,liver,1
grid.411822.c,Tonsil,2
grid.8954.0,liver,8
grid.440963.c,lung,1
grid.437123.0,heart,2
grid.5475.3,lung,2
grid.416195.e,kidney,2
grid.266102.1,heart,2
grid.15043.33,Skeletal,1
grid.488643.5,knee,10
grid.240145.6,brain,4
grid.438526.e,adipose,11
grid.414574.7,breast,2
grid.267313.2,liver,13
grid.33647.35,brain,9
grid.412763.5,breast,4
grid.5252.0,prostate,2
grid.444050.1,liver,1
grid.414125.7,skin,1
grid.411975.f,liver,9
grid.189504.1,heart,1
grid.39382.33,spinal cord,15
grid.412557.0,adipose,7
grid.5515.4,brain,5
grid.419890.d,breast,2
grid.452463.2,lung,1
grid.417467.7,breast,13
grid.8127.c,spinal cord,7
grid.34429.38,skin,1
grid.255986.5,eye,1
grid.412520.0,skin,1
grid.411381.e,liver,3
grid.194645.b,lung,1
grid.411475.2,bone marrow,3
grid.4514.4,prostate,2
grid.414556.7,kidney,1
grid.410356.5,eye,4
grid.430503.1,heart,8
grid.413232.5,Tonsil,1
grid.17866.3e,kidney,1
grid.410427.4,lung,13
grid.412915.a,prostate,4
grid.412764.2,Skeletal,1
grid.415723.6,knee,3
grid.16753.36,kidney,2
grid.413967.e,breast,4
grid.267346.2,skin,7
grid.274841.c,embryo,5
grid.419088.c,prostate,1
grid.7886.1,brain,3
grid.452944.a,knee,1
grid.5386.8,heart,4
grid.428504.f,prostate,2
grid.275559.9,kidney,1
grid.411693.8,prostate,4
grid.233520.5,heart,7
grid.189509.c,breast,2
grid.47840.3f,breast,1
grid.412742.6,knee,4
grid.466477.0,liver,6
grid.419784.7,ovary,1
grid.412888.f,lung,1
grid.412505.7,kidney,6
grid.1017.7,Skeletal,1
grid.413233.4,eye,3
grid.477623.3,prostate,1
grid.270240.3,breast,3
grid.23856.3a,brain,3
grid.414540.0,breast,1
grid.255649.9,eye,2
grid.5606.5,kidney,2
grid.34477.33,kidney,3
grid.415502.7,breast,3
grid.4834.b,spinal cord,9
grid.410821.e,brain,1
grid.417029.9,Tonsil,3
grid.10825.3e,breast,6
grid.444415.4,brain,2
grid.416267.0,breast,4
grid.1058.c,skin,1
grid.6582.9,lung,1
grid.8664.c,brain,3
grid.254229.a,large intestine,4
grid.410800.d,kidney,1
grid.27255.37,prostate,1
grid.412004.3,breast,1
grid.89336.37,heart,4
grid.6582.9,knee,1
grid.254187.d,kidney,4
grid.424060.4,knee,1
grid.412757.2,embryo,2
grid.410726.6,prostate,4
grid.414785.b,heart,6
grid.16821.3c,brain,9
grid.255588.7,brain,6
grid.1005.4,pancreas,7
grid.412726.4,breast,3
grid.415214.7,lymph node,2
grid.258799.8,lung,5
grid.412436.6,brain,3
grid.505613.4,spinal cord,4
grid.470090.a,adipose,3
grid.415100.1,liver,2
grid.17063.33,embryo,8
grid.10251.37,placenta,1
grid.7637.5,breast,4
grid.410510.1,liver,1
grid.6572.6,liver,5
grid.444644.2,prostate,1
grid.440330.0,prostate,2
grid.1007.6,Skeletal,1
grid.419725.c,kidney,6
grid.7634.6,breast,42
grid.89957.3a,breast,37
grid.418544.8,liver,1
grid.413039.c,brain,3
grid.1025.6,kidney,1
grid.22935.3f,liver,7
grid.411141.0,liver,1
grid.492408.3,liver,3
grid.46078.3d,eye,1
grid.51462.34,brain,1
grid.452223.0,lung,5
grid.168645.8,kidney,1
grid.412064.5,liver,2
grid.268505.c,brain,5
grid.466466.0,heart,7
grid.239559.1,bone marrow,8
grid.261674.0,kidney,4
grid.22937.3d,embryo,5
grid.412480.b,breast,7
grid.25879.31,liver,4
grid.444644.2,breast,5
grid.272242.3,Skeletal,1
grid.27476.30,brain,6
grid.412449.e,breast,17
grid.266623.5,kidney,1
grid.460032.3,heart,7
grid.411195.9,adipose,2
grid.419770.c,spinal cord,4
grid.7048.b,skin,2
grid.440171.7,kidney,1
grid.417812.9,breast,1
grid.7776.1,brain,7
grid.411529.a,skin,1
grid.8241.f,heart,4
grid.411521.2,heart,5
grid.413252.3,breast,1
grid.17788.31,eye,9
grid.266100.3,lung,1
grid.446029.d,heart,1
grid.429574.9,fallopian tube,2
grid.411067.5,lung,3
grid.411521.2,breast,1
grid.415879.6,breast,1
grid.412817.9,uterus,6
grid.9841.4,breast,9
grid.6936.a,liver,10
grid.452207.6,brain,1
grid.69566.3a,ovary,6
grid.4280.e,brain,7
grid.411608.a,uterus,1
grid.415131.3,liver,23
grid.424214.5,lung,2
grid.508105.9,liver,2
grid.412553.4,breast,1
grid.415715.3,knee,1
grid.11586.3b,Tonsil,7
grid.458449.0,liver,6
grid.8348.7,liver,2
grid.136593.b,adipose,7
grid.440865.b,liver,4
grid.261331.4,kidney,5
grid.10423.34,liver,2
grid.4489.1,liver,1
grid.419015.8,urinary bladder,2
grid.484519.5,breast,3
grid.411744.3,liver,8
grid.430605.4,breast,4
grid.416350.5,kidney,1
grid.411275.4,breast,34
grid.7637.5,liver,2
grid.470221.2,lung,1
grid.17091.3e,knee,4
grid.488847.f,lung,2
grid.413618.9,Tonsil,12
grid.21925.3d,heart,1
grid.239494.1,brain,2
grid.410567.1,breast,6
grid.452055.3,lung,3
grid.21107.35,brain,24
grid.413827.b,liver,4
grid.453951.f,kidney,2
grid.3575.4,breast,3
grid.4494.d,breast,10
grid.265073.5,liver,4
grid.412811.f,heart,1
grid.413015.2,kidney,2
grid.412266.5,bone marrow,2
grid.256112.3,liver,3
grid.9227.e,kidney,1
grid.415985.4,prostate,9
grid.411195.9,kidney,1
grid.413815.a,knee,1
grid.4280.e,skin,1
grid.5290.e,brain,4
grid.410759.e,liver,1
grid.418246.d,skin,1
grid.412636.4,breast,1
grid.240145.6,breast,73
grid.40263.33,adipose,6
grid.413593.9,breast,1
grid.9227.e,eye,4
grid.414744.6,breast,1
grid.66875.3a,lung,5
grid.418113.e,breast,1
grid.11560.33,liver,2
grid.413222.4,breast,1
grid.5465.2,breast,1
grid.411800.c,breast,2
grid.414914.d,pancreas,1
grid.418751.e,brain,5
grid.440642.0,breast,4
grid.60969.30,eye,1
grid.413839.4,breast,3
grid.42399.35,breast,1
grid.8752.8,skin,3
grid.411705.6,heart,22
grid.11201.33,brain,1
grid.469309.1,liver,6
grid.17089.37,liver,8
grid.416596.9,breast,1
grid.9757.c,knee,10
grid.411601.3,kidney,12
grid.415013.2,Skeletal,1
grid.1024.7,Skeletal,1
grid.412094.a,lung,3
grid.8404.8,knee,12
grid.417776.4,knee,5
grid.440649.b,brain,1
grid.464753.7,Skeletal,5
grid.454229.c,breast,1
grid.222754.4,placenta,1
grid.14778.3d,lung,7
grid.413087.9,skin,1
grid.469474.c,lung,5
grid.443967.b,heart,2
grid.12574.35,lung,6
grid.466458.d,lung,2
grid.488749.e,liver,4
grid.418099.d,embryo,3
grid.440568.b,liver,1
grid.463154.1,embryo,1
grid.7708.8,brain,7
grid.412521.1,breast,4
grid.430395.8,breast,4
grid.63906.3a,liver,8
grid.440608.e,heart,1
grid.412124.0,kidney,4
grid.412266.5,breast,4
grid.1004.5,brain,1
grid.4795.f,knee,4
grid.416345.1,bone marrow,7
grid.27860.3b,lung,1
grid.26141.30,heart,1
grid.410714.7,skin,5
grid.411463.5,thymus,1
grid.239276.b,heart,7
grid.413249.9,lung,1
grid.411874.f,liver,1
grid.254147.1,liver,2
grid.223827.e,heart,13
grid.17788.31,liver,1
grid.265073.5,brain,9
grid.419641.f,placenta,2
grid.12641.30,prostate,1
grid.262671.6,Skeletal,1
grid.471533.7,kidney,2
grid.17063.33,lung,14
grid.5170.3,breast,1
grid.414895.5,skin,1
grid.475435.4,skin,5
grid.16821.3c,kidney,20
grid.411135.3,breast,1
grid.459958.c,skin,10
grid.439482.0,liver,2
grid.452674.6,embryo,3
grid.266683.f,liver,1
grid.412327.1,lung,4
grid.253856.f,lung,3
grid.412093.d,heart,1
grid.411935.b,lung,2
grid.5807.a,liver,1
grid.11749.3a,skin,4
grid.411482.a,brain,3
grid.240283.f,lung,2
grid.410577.0,Skeletal,2
grid.413495.e,breast,11
grid.411236.3,liver,2
grid.21729.3f,adipose,2
grid.429234.a,Tonsil,1
grid.8158.4,lung,6
grid.415349.e,liver,4
grid.20515.33,lymph node,7
grid.412339.e,adipose,1
grid.412461.4,liver,11
grid.418910.5,breast,7
grid.416552.1,heart,4
grid.10223.32,knee,1
grid.8391.3,heart,5
grid.416883.0,adipose,1
grid.465370.3,brain,1
grid.412484.f,prostate,1
grid.4830.f,bone marrow,2
grid.5947.f,Skeletal,3
grid.416477.7,brain,3
grid.9909.9,breast,1
grid.483476.a,adipose,1
grid.437123.0,brain,2
grid.15775.31,eye,1
grid.5608.b,prostate,12
grid.424247.3,brain,1
grid.479982.9,prostate,1
grid.452622.5,Skeletal,1
grid.452223.0,breast,3
grid.477807.b,breast,4
grid.5117.2,knee,6
grid.440406.2,pancreas,3
grid.493068.0,breast,2
grid.4839.6,lung,1
grid.8991.9,placenta,3
grid.168010.e,heart,3
grid.412977.e,liver,2
grid.10049.3c,Skeletal,6
grid.214458.e,Skeletal,3
grid.42629.3b,prostate,1
grid.413548.f,skin,7
grid.49100.3c,bone marrow,1
grid.412676.0,heart,6
grid.213910.8,breast,2
grid.43555.32,bone marrow,2
grid.416850.e,adipose,9
grid.413249.9,breast,1
grid.506047.0,embryo,1
grid.7836.a,lung,3
grid.411998.c,lung,8
grid.1006.7,skin,2
grid.15043.33,lung,1
grid.411691.a,breast,1
grid.260128.f,kidney,5
grid.5560.6,breast,3
grid.15276.37,lung,1
grid.9668.1,breast,2
grid.412674.2,brain,2
grid.7429.8,lung,1
grid.16821.3c,uterus,1
grid.411747.0,breast,8
grid.27873.39,brain,8
grid.420451.6,prostate,23
grid.7132.7,brain,3
grid.506045.2,breast,7
grid.491719.3,lung,1
grid.7900.e,breast,6
grid.410885.0,lung,1
grid.442609.d,breast,1
grid.254229.a,skin,2
grid.253755.3,Skeletal,1
grid.64523.36,breast,1
grid.412110.7,brain,1
grid.417816.d,liver,4
grid.252890.4,skin,1
grid.415652.1,ureter,1
grid.411806.a,breast,3
grid.7942.8,prostate,1
grid.420545.2,breast,3
grid.420169.8,bone marrow,2
grid.449450.8,liver,1
grid.189509.c,placenta,16
grid.411862.8,eye,4
grid.8515.9,spinal cord,2
grid.434440.3,lung,1
grid.14848.31,breast,3
grid.69566.3a,lung,8
grid.12391.38,lung,1
grid.9763.b,breast,5
grid.459326.f,ovary,2
grid.452847.8,breast,4
grid.13402.34,lung,3
grid.414698.6,lymph node,10
grid.239560.b,brain,13
grid.411491.8,lung,5
grid.414638.c,ureter,1
grid.410556.3,lung,6
grid.413618.9,liver,8
grid.414692.c,breast,1
grid.272555.2,eye,1
grid.410349.b,breast,1
grid.4973.9,breast,3
grid.410849.0,breast,1
grid.7143.1,heart,2
grid.252251.3,heart,8
grid.5650.6,placenta,4
grid.411164.7,skin,5
grid.266093.8,liver,1
grid.413779.f,ureter,7
grid.411463.5,liver,6
grid.1024.7,skin,2
grid.411705.6,lymph node,6
grid.413618.9,skin,16
grid.8505.8,skin,3
grid.412866.f,skin,1
grid.10776.37,skin,2
grid.412817.9,ovary,6
grid.454211.7,kidney,8
grid.418280.7,heart,1
grid.415700.7,liver,9
grid.443078.c,brain,2
grid.464332.4,liver,8
grid.37213.34,liver,1
grid.5395.a,breast,5
grid.449625.8,breast,1
grid.241054.6,breast,6
grid.463154.1,breast,2
grid.440785.a,prostate,1
grid.163555.1,heart,6
grid.7445.2,heart,2
grid.5613.1,brain,1
grid.422050.1,skin,4
grid.40803.3f,breast,4
grid.440441.1,kidney,5
grid.411082.e,kidney,8
grid.9654.e,Skeletal,8
grid.412553.4,embryo,1
grid.469887.c,lung,4
grid.262962.b,kidney,9
grid.412944.e,knee,1
grid.413997.1,breast,1
grid.449051.d,skin,1
grid.413720.3,liver,1
grid.411976.c,liver,3
grid.489176.5,breast,1
grid.5335.0,embryo,1
grid.462844.8,embryo,7
grid.411924.b,eye,1
grid.412505.7,Tonsil,4
grid.5395.a,eye,2
grid.475068.8,breast,1
grid.17635.36,brain,12
grid.66875.3a,heart,28
grid.464754.0,skin,3
grid.418913.6,Skeletal,5
grid.411507.6,brain,4
grid.13097.3c,skin,2
grid.254224.7,liver,12
grid.416183.9,breast,5
grid.268397.1,heart,5
grid.1029.a,heart,10
grid.412122.6,lung,1
grid.440637.2,embryo,1
grid.458453.b,fetus,1
grid.79730.3a,breast,4
grid.412144.6,breast,9
grid.484195.5,lung,4
grid.493088.e,adipose,1
grid.460176.2,skin,2
grid.241116.1,spinal cord,6
grid.7605.4,lymph node,5
grid.264706.1,skin,1
grid.411858.1,skin,1
grid.265219.b,breast,5
grid.427691.f,ovary,4
grid.19006.3e,liver,53
grid.419014.9,kidney,2
grid.477565.2,breast,1
grid.13648.38,lung,21
grid.413503.0,kidney,2
grid.258799.8,lymph node,19
grid.55325.34,lung,5
grid.254444.7,knee,1
grid.267324.6,liver,12
grid.489176.5,ureter,1
grid.10025.36,skin,2
grid.418930.7,kidney,5
grid.7632.0,adipose,3
grid.413079.8,liver,5
grid.416972.f,lung,2
grid.452404.3,breast,18
grid.476458.c,skin,1
grid.412757.2,ovary,2
grid.410445.0,skin,1
grid.263081.e,brain,4
grid.411642.4,liver,1
grid.4514.4,breast,19
grid.412581.b,lung,8
grid.411701.2,liver,5
grid.412571.4,Skeletal,3
grid.464374.6,heart,1
grid.416973.e,heart,1
grid.1019.9,Skeletal,2
grid.414761.1,knee,5
grid.462403.7,heart,1
grid.411199.5,brain,2
grid.260770.4,liver,1
grid.412449.e,spleen,8
grid.411199.5,liver,2
grid.464994.2,Tonsil,1
grid.411548.d,eye,2
grid.488959.1,pancreas,1
grid.21107.35,prostate,11
grid.417844.a,heart,1
grid.80510.3c,liver,6
grid.4605.7,breast,3
grid.38348.34,breast,3
grid.468222.8,lung,1
grid.410740.6,embryo,1
grid.29980.3a,Skeletal,2
grid.253615.6,knee,4
grid.216938.7,liver,7
grid.12361.37,embryo,1
grid.417354.0,skin,2
grid.16058.3a,heart,1
grid.6363.0,skin,10
grid.418147.f,skin,1
grid.410902.e,bone marrow,2
grid.440201.3,lung,3
grid.8142.f,lymph node,2
grid.26193.3f,liver,1
grid.5522.0,lung,2
grid.239573.9,brain,1
grid.414128.a,heart,4
grid.417639.e,heart,6
grid.5640.7,knee,1
grid.34538.39,eye,1
grid.417384.d,adipose,4
grid.261112.7,brain,1
grid.418524.e,brain,5
grid.411524.7,Skeletal,4
grid.443351.4,brain,1
grid.411171.3,breast,2
grid.240283.f,kidney,4
grid.412462.7,breast,1
grid.214572.7,liver,3
grid.189967.8,bone marrow,5
grid.252048.9,eye,5
grid.459686.0,breast,3
grid.5117.2,urinary bladder,3
grid.419789.a,breast,6
grid.413002.4,skin,4
grid.16463.36,breast,15
grid.11450.31,breast,1
grid.414468.b,brain,3
grid.413454.3,lung,4
grid.239578.2,liver,7
grid.416432.6,breast,3
grid.411829.7,lung,2
grid.8273.e,heart,1
grid.254148.e,embryo,5
grid.463267.2,liver,7
grid.410380.e,Skeletal,2
grid.10417.33,lung,6
grid.10392.39,lung,2
grid.28803.31,brain,1
grid.11175.33,breast,4
grid.414953.e,uterus,2
grid.452587.9,placenta,4
grid.263171.0,lymph node,4
grid.467287.8,lung,1
grid.266096.d,breast,3
grid.411275.4,kidney,2
grid.261038.e,breast,2
grid.4691.a,fallopian tube,2
grid.16753.36,liver,1
grid.15276.37,liver,15
grid.414379.c,liver,1
grid.11951.3d,breast,8
grid.34477.33,Skeletal,2
grid.412503.1,embryo,1
grid.4868.2,lung,2
grid.412558.f,liver,6
grid.411982.7,breast,1
grid.411419.8,spleen,1
grid.410606.5,prostate,1
grid.460094.f,breast,2
grid.411968.3,skin,1
grid.428245.d,liver,1
grid.201075.1,breast,1
grid.413087.9,lung,11
grid.488387.8,skin,2
grid.410413.3,liver,2
grid.412213.7,ovary,1
grid.412960.8,liver,1
grid.412239.f,placenta,6
grid.411596.e,prostate,2
grid.5288.7,breast,7
grid.10516.33,liver,3
grid.1032.0,liver,1
grid.259879.8,eye,4
grid.31880.32,knee,1
grid.7340.0,Skeletal,7
grid.416315.4,prostate,9
grid.5117.2,breast,1
grid.4567.0,adipose,2
grid.414807.e,skin,2
grid.1032.0,skin,1
grid.440720.5,brain,3
grid.12380.38,brain,8
grid.465026.3,breast,3
grid.412440.7,knee,1
grid.4708.b,breast,17
grid.411339.d,liver,2
grid.435054.3,lung,1
grid.460885.7,liver,3
grid.10253.35,breast,4
grid.460847.9,breast,1
grid.267455.7,breast,1
grid.7010.6,lung,1
grid.413376.4,kidney,1
grid.258803.4,bone marrow,7
grid.443397.e,lung,7
grid.6572.6,knee,1
grid.417907.c,Skeletal,1
grid.413946.d,breast,2
grid.412091.f,skin,2
grid.449525.b,ovary,1
grid.410797.c,liver,1
grid.418482.3,liver,2
grid.419810.5,lung,1
grid.411463.5,breast,10
grid.4970.a,eye,1
grid.5335.0,lung,2
grid.7252.2,embryo,1
grid.13063.37,liver,1
grid.254145.3,lung,1
grid.268154.c,liver,4
grid.8484.0,lymph node,1
grid.1623.6,heart,1
grid.8756.c,kidney,4
grid.10373.36,heart,1
grid.214572.7,lung,1
grid.5333.6,spinal cord,2
grid.440801.9,kidney,1
grid.415670.1,lung,5
grid.488702.1,lung,3
grid.1042.7,breast,1
grid.459531.f,ovary,2
grid.5386.8,skin,1
grid.45203.30,liver,3
grid.460598.6,skin,5
grid.412451.7,lung,4
grid.418818.c,liver,10
grid.6401.3,Skeletal,3
grid.418920.6,skin,2
grid.17063.33,Skeletal,20
grid.11749.3a,liver,2
grid.413967.e,brain,4
grid.411327.2,brain,2
grid.34988.3e,kidney,1
grid.411975.f,Skeletal,4
grid.462982.3,breast,1
grid.415131.3,ovary,1
grid.8051.c,kidney,1
grid.274841.c,liver,8
grid.10253.35,brain,1
grid.413619.8,knee,5
grid.460598.6,lung,4
grid.440800.8,breast,1
grid.24381.3c,lung,14
grid.482756.a,heart,2
grid.494540.8,prostate,1
grid.33199.31,lung,2
grid.415609.f,prostate,7
grid.412990.7,brain,1
grid.451056.3,liver,1
grid.10347.31,breast,4
grid.443531.4,liver,1
grid.268505.c,adipose,2
grid.418409.0,brain,2
grid.9463.8,lung,1
grid.261024.3,liver,1
grid.261674.0,liver,7
grid.422712.0,heart,4
grid.252470.6,prostate,1
grid.415361.4,knee,4
grid.4818.5,bone marrow,3
grid.414739.c,ovary,7
grid.415709.e,kidney,4
grid.266865.9,brain,2
grid.11503.36,liver,1
grid.33199.31,heart,1
grid.410690.a,breast,1
grid.411971.b,breast,2
grid.7177.6,breast,1
grid.411998.c,kidney,10
grid.431010.7,lung,15
grid.506076.2,lymph node,2
grid.418688.b,liver,2
grid.430282.f,breast,1
grid.416383.b,placenta,1
grid.492141.b,lung,10
grid.468222.8,breast,1
grid.460081.b,lymph node,2
grid.4795.f,liver,4
grid.7048.b,heart,3
grid.42505.36,prostate,3
grid.415250.7,breast,1
grid.7704.4,brain,2
grid.19477.3c,Skeletal,5
grid.411231.4,breast,1
grid.439658.5,brain,2
grid.3521.5,lymph node,2
grid.272458.e,prostate,7
grid.508740.e,knee,2
grid.454070.2,embryo,3
grid.412771.6,breast,1
grid.414778.9,Tonsil,9
grid.5333.6,brain,2
grid.415309.a,knee,1
grid.43519.3a,eye,3
grid.77268.3c,brain,3
grid.413973.b,skin,2
grid.11749.3a,eye,1
grid.414988.8,kidney,2
grid.411406.6,liver,5
grid.5808.5,breast,11
grid.443984.6,breast,1
grid.252262.3,lung,7
grid.424661.3,embryo,3
grid.258799.8,bone marrow,2
grid.428097.0,bone marrow,2
grid.414953.e,liver,12
grid.411204.2,eye,1
grid.112485.b,Skeletal,3
grid.11866.38,embryo,2
grid.503211.4,heart,1
grid.7634.6,embryo,2
grid.419979.b,liver,1
grid.411144.5,lung,2
grid.414037.5,skin,3
grid.412581.b,heart,1
grid.415879.6,prostate,6
grid.412534.5,lung,1
grid.411947.e,bone marrow,5
grid.7914.b,brain,4
grid.8652.9,skin,2
grid.253527.4,Skeletal,2
grid.465339.e,lymph node,1
grid.440789.6,liver,1
grid.59734.3c,lung,5
grid.261709.b,embryo,1
grid.10548.38,brain,6
grid.449044.9,breast,9
grid.2515.3,uterus,1
grid.448696.1,lung,2
grid.443369.f,liver,7
grid.417220.2,lung,3
grid.411301.6,adipose,2
grid.26811.3c,eye,1
grid.28803.31,eye,1
grid.411795.f,lymph node,6
grid.253561.6,skin,4
grid.22072.35,ureter,1
grid.282356.8,knee,1
grid.16872.3a,breast,1
grid.267309.9,lung,1
grid.416888.b,brain,7
grid.412659.d,liver,1
grid.412754.1,knee,3
grid.29524.38,breast,1
grid.410349.b,spinal cord,1
grid.418744.a,brain,1
grid.20736.30,heart,4
grid.468701.c,embryo,1
grid.9668.1,heart,11
grid.7841.a,breast,7
grid.163577.1,lymph node,9
grid.241223.4,ovary,2
grid.410783.9,heart,4
grid.439338.6,skin,10
grid.5374.5,brain,2
grid.5337.2,brain,3
grid.412745.1,liver,1
grid.267370.7,pancreas,2
grid.5254.6,kidney,6
grid.411705.6,ovary,4
grid.8391.3,liver,5
grid.411143.2,spinal cord,1
grid.412725.7,breast,1
grid.411558.c,kidney,2
grid.413097.8,liver,1
grid.416432.6,lymph node,8
grid.21729.3f,kidney,1
grid.410445.0,Skeletal,5
grid.252245.6,pelvis,5
grid.17088.36,adipose,3
grid.24696.3f,ovary,14
grid.264756.4,uterus,1
grid.412896.0,lung,16
grid.410566.0,breast,12
grid.11201.33,knee,5
grid.492570.d,liver,3
grid.260917.b,prostate,2
grid.4708.b,eye,1
grid.452079.d,liver,1
grid.5600.3,brain,12
grid.410511.0,brain,1
grid.412394.9,lung,4
grid.6203.7,brain,2
grid.267301.1,prostate,3
grid.412807.8,lung,2
grid.444487.f,brain,4
grid.412571.4,spinal cord,6
grid.412484.f,lymph node,2
grid.413619.8,breast,2
grid.449475.f,lung,1
grid.267370.7,liver,9
grid.417689.5,ovary,4
grid.449068.7,peripheral nervous system,1
grid.418982.e,liver,8
grid.11586.3b,bone marrow,8
grid.11749.3a,lung,1
grid.9811.1,eye,6
grid.412587.d,knee,3
grid.16463.36,knee,2
grid.417893.0,prostate,4
grid.31432.37,breast,1
grid.241116.1,knee,1
grid.4777.3,eye,10
grid.415652.1,kidney,1
grid.414537.0,Skeletal,2
grid.460132.2,lung,1
grid.440497.a,breast,5
grid.266832.b,liver,12
grid.20715.31,uterus,3
grid.415162.5,breast,1
grid.258331.e,lung,12
grid.414870.e,breast,1
grid.416232.0,breast,3
grid.410318.f,heart,1
grid.496568.0,skin,1
grid.511521.3,eye,1
grid.448741.a,Tonsil,1
grid.267134.5,liver,1
grid.411101.4,heart,1
grid.412501.3,adipose,1
grid.414975.a,knee,6
grid.1003.2,skin,5
grid.9481.4,brain,1
grid.5801.c,knee,8
grid.19006.3e,heart,28
grid.418158.1,lymph node,1
grid.59734.3c,Skeletal,1
grid.262229.f,kidney,4
grid.137628.9,eye,1
grid.477189.4,knee,5
grid.412615.5,breast,16
grid.479429.5,breast,2
grid.411119.d,lung,1
grid.440422.4,breast,7
grid.427788.6,kidney,4
grid.460018.b,bone marrow,4
