source,target,relationship
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.037_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.038_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.038_middle_temporal_gyrus,Donor/H21.33.038,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.038_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.040_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.040_middle_temporal_gyrus,Donor/H21.33.040,hasDonor
Dataset/c19275f5-739e-4796-ad5d-b0830b760db1_H21.33.040_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.001_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.001_cerebral_cortex,Donor/H18.30.001,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.001_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_cerebral_cortex,Donor/H18.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_cerebral_nuclei,Donor/H18.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_hippocampal_formation,Donor/H18.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_hypothalamus,Donor/H18.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_pons,Donor/H18.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_pons,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_thalamic_complex,Donor/H18.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H18.30.002_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_cerebral_cortex,Donor/H19.30.001,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_cerebral_nuclei,Donor/H19.30.001,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_hippocampal_formation,Donor/H19.30.001,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_hypothalamus,Donor/H19.30.001,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_midbrain,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_midbrain,Donor/H19.30.001,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_midbrain,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_thalamic_complex,Donor/H19.30.001,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.001_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_cerebral_cortex,Donor/H19.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_cerebral_nuclei,Donor/H19.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_hippocampal_formation,Donor/H19.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_hypothalamus,Donor/H19.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_midbrain,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_midbrain,Donor/H19.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_midbrain,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_pons,Donor/H19.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_pons,Organ/UBERON:0000955,hasOrgan
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_thalamic_complex,Donor/H19.30.002,hasDonor
Dataset/c202b243-1aa1-4b16-bc9a-b36241f3b1e3_H19.30.002_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H18.30.001_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H18.30.001_middle_temporal_gyrus,Donor/H18.30.001,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H18.30.001_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H18.30.002_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H18.30.002_middle_temporal_gyrus,Donor/H18.30.002,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H18.30.002_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H19.30.001_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H19.30.001_middle_temporal_gyrus,Donor/H19.30.001,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H19.30.001_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H19.30.002_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H19.30.002_middle_temporal_gyrus,Donor/H19.30.002,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H19.30.002_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H19.33.004_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H19.33.004_middle_temporal_gyrus,Donor/H19.33.004,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H19.33.004_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H200.1023_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H200.1023_middle_temporal_gyrus,Donor/H200.1023,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H200.1023_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.001_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.001_middle_temporal_gyrus,Donor/H20.33.001,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.001_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.014_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.014_middle_temporal_gyrus,Donor/H20.33.014,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.014_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.019_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.019_middle_temporal_gyrus,Donor/H20.33.019,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.019_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.030_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.030_middle_temporal_gyrus,Donor/H20.33.030,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.030_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.034_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.034_middle_temporal_gyrus,Donor/H20.33.034,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.034_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.043_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.043_middle_temporal_gyrus,Donor/H20.33.043,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.043_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.044_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.044_middle_temporal_gyrus,Donor/H20.33.044,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H20.33.044_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.003_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.003_middle_temporal_gyrus,Donor/H21.33.003,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.003_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.011_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.011_middle_temporal_gyrus,Donor/H21.33.011,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.011_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.019_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.019_middle_temporal_gyrus,Donor/H21.33.019,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.019_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.022_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.022_middle_temporal_gyrus,Donor/H21.33.022,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.022_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.025_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.025_middle_temporal_gyrus,Donor/H21.33.025,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.025_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.028_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.028_middle_temporal_gyrus,Donor/H21.33.028,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.028_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.030_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.030_middle_temporal_gyrus,Donor/H21.33.030,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.030_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.033_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.033_middle_temporal_gyrus,Donor/H21.33.033,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.033_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.037_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.037_middle_temporal_gyrus,Donor/H21.33.037,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.037_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.038_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.038_middle_temporal_gyrus,Donor/H21.33.038,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.038_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.040_middle_temporal_gyrus,Publication/10.1101/2023.05.08.539485,linkedToPublication
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.040_middle_temporal_gyrus,Donor/H21.33.040,hasDonor
Dataset/c2876b1b-06d8-4d96-a56b-5304f815b99a_H21.33.040_middle_temporal_gyrus,Organ/UBERON:0000955,hasOrgan
Dataset/c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771_H18.30.002_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771_H18.30.002_cerebral_cortex,Donor/H18.30.002,hasDonor
Dataset/c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771_H18.30.002_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771_H19.30.001_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771_H19.30.001_cerebral_cortex,Donor/H19.30.001,hasDonor
Dataset/c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771_H19.30.001_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771_H19.30.002_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771_H19.30.002_cerebral_cortex,Donor/H19.30.002,hasDonor
Dataset/c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771_H19.30.002_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_109373_retina,Publication/10.1016/j.celrep.2019.12.082,linkedToPublication
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_109373_retina,Donor/109373,hasDonor
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_109373_retina,Organ/UBERON:0000970,hasOrgan
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_109829_retina,Publication/10.1016/j.celrep.2019.12.082,linkedToPublication
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_109829_retina,Donor/109829,hasDonor
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_109829_retina,Organ/UBERON:0000970,hasOrgan
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_110814_retina,Publication/10.1016/j.celrep.2019.12.082,linkedToPublication
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_110814_retina,Donor/110814,hasDonor
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_110814_retina,Organ/UBERON:0000970,hasOrgan
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_120974_retina,Publication/10.1016/j.celrep.2019.12.082,linkedToPublication
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_120974_retina,Donor/120974,hasDonor
Dataset/c3d381b2-3104-444e-8ad5-d3524407bbb6_120974_retina,Organ/UBERON:0000970,hasOrgan
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D17_peripheral_zone_of_prostate,Publication/10.1016/j.celrep.2018.11.086,linkedToPublication
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D17_peripheral_zone_of_prostate,Donor/D17,hasDonor
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D17_peripheral_zone_of_prostate,Organ/UBERON:0002367,hasOrgan
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D17_transition_zone_of_prostate,Publication/10.1016/j.celrep.2018.11.086,linkedToPublication
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D17_transition_zone_of_prostate,Donor/D17,hasDonor
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D17_transition_zone_of_prostate,Organ/UBERON:0002367,hasOrgan
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D27_peripheral_zone_of_prostate,Publication/10.1016/j.celrep.2018.11.086,linkedToPublication
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D27_peripheral_zone_of_prostate,Donor/D27,hasDonor
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D27_peripheral_zone_of_prostate,Organ/UBERON:0002367,hasOrgan
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D27_transition_zone_of_prostate,Publication/10.1016/j.celrep.2018.11.086,linkedToPublication
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D27_transition_zone_of_prostate,Donor/D27,hasDonor
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D27_transition_zone_of_prostate,Organ/UBERON:0002367,hasOrgan
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D35_peripheral_zone_of_prostate,Publication/10.1016/j.celrep.2018.11.086,linkedToPublication
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D35_peripheral_zone_of_prostate,Donor/D35,hasDonor
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D35_peripheral_zone_of_prostate,Organ/UBERON:0002367,hasOrgan
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D35_transition_zone_of_prostate,Publication/10.1016/j.celrep.2018.11.086,linkedToPublication
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D35_transition_zone_of_prostate,Donor/D35,hasDonor
Dataset/c3fe3c1e-5bf8-4678-b74a-79899243ad41_D35_transition_zone_of_prostate,Organ/UBERON:0002367,hasOrgan
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.001_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.001_cerebral_cortex,Donor/H18.30.001,hasDonor
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.001_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_cerebral_cortex,Donor/H18.30.002,hasDonor
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_cerebral_nuclei,Donor/H18.30.002,hasDonor
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_hippocampal_formation,Donor/H18.30.002,hasDonor
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_hypothalamus,Donor/H18.30.002,hasDonor
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_thalamic_complex,Donor/H18.30.002,hasDonor
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H18.30.002_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H19.30.001_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H19.30.001_cerebral_cortex,Donor/H19.30.001,hasDonor
Dataset/c4b03352-af8d-492a-8d6b-40f304e0a122_H19.30.001_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
