doi,in_asctb_5th,in_cellmarker,in_cxg,in_31_organ_pubmed_pubs,organs,pub_year,article_title,organs,authors
10.1002/(sici)1096-9861(20000103)416:1<19::aid-cne3>3.0.co;2-h,1,0,0,1,"eye, eye, eye, eye, eye, eye, eye, eye",2000,Synaptic connections of DB3 diffuse bipolar cell axons in macaque retina.,"eye, eye, eye, eye, eye, eye, eye, eye",
10.1002/(sici)1096-9896(199909)189:1<105::aid-path388>3.0.co;2-0,0,1,0,0,,1999,CD34 expression as a novel marker of transformed mesangial cells in biopsied glomerular diseases.,,
10.1002/(sici)1097-0142(19980301)82:5<983::aid-cncr26>3.0.co;2-w,0,1,0,1,"liver, heart",1998,T gamma/delta hepatosplenic lymphoma in a heart transplant patient after an Epstein-Barr virus positive lymphoproliferative disorder: a case report.,"liver, heart",
10.1002/(sici)1097-0320(19991101)37:3<178::aid-cyto3>3.3.co;2-q,0,1,0,0,,1999,Human basophils express CD22 without expression of CD19.,,
10.1002/(sici)1097-0320(20000501)40:1<69::aid-cyto9>3.0.co;2-7,0,1,0,0,,2000,Importance of the CD3 marker for evaluating changes in rhesus macaque CD4/CD8 T-cell ratios.,,
10.1002/(sici)1097-4547(19981001)54:1<79::aid-jnr9>3.0.co;2-e,0,1,0,0,,1998,"Monoclonal antibody 14F7, which recognizes a stage-specific immature oligodendrocyte surface molecule, inhibits oligodendrocyte differentiation mediated in co-culture with astrocytes.",,
10.1002/stem.1166,0,1,0,1,eye,2012,Directing differentiation of human embryonic stem cells toward anterior neural ectoderm using small molecules.,eye,
10.1002/stem.1207,1,0,0,1,fallopian tube,2012,Stem-like epithelial cells are concentrated in the distal end of the fallopian tube: a site for injury and serous cancer initiation.,fallopian tube,
10.1002/stem.1233,0,1,0,0,,2012,Monoclonal antibodies against Lgr5 identify human colorectal cancer stem cells.,,
10.1002/stem.1282,0,1,0,0,,2013,Expression of integrin &Icirc;&plusmn;2 receptor in human cord blood CD34+CD38-CD90+ stem cells engrafting long-term in NOD/SCID-IL2R&Icirc;&sup3;(c) null mice.,,
10.1002/stem.1329,0,1,0,0,,2013,The CD44+ ALDH+ population of human keratinocytes is enriched for epidermal stem cells with long-term repopulating ability.,,
10.1002/stem.1390,0,1,0,0,,2013,Corneal endothelial cell fate is maintained by LGR5 through the regulation of hedgehog and Wnt pathway.,,
10.1002/stem.1391,0,1,0,0,,2013,Brief report: CD24 and CD44 mark human intestinal epithelial cell populations with characteristics of active and facultative stem cells.,,
10.1002/stem.1425,0,1,0,0,,2013,Identification of unsafe human induced pluripotent stem cell lines using a robust surrogate assay for pluripotency.,,
10.1002/stem.1480,0,1,0,1,ovary,2013,No evidence for neo-oogenesis may link to ovarian senescence in adult monkey.,ovary,
10.1002/stem.181,0,1,0,0,,2009,TWIST family of basic helix-loop-helix transcription factors mediate human mesenchymal stem cell growth and commitment.,,
10.1002/stem.182,0,1,0,0,,2009,Identification of human embryonic stem cell surface markers by combined membrane-polysome translation state array analysis and immunotranscriptional profiling.,,
10.1002/stem.1868,0,1,0,0,,2015,Human myocardial pericytes: multipotent mesodermal precursors exhibiting cardiac specificity.,,
10.1002/stem.193,0,1,0,0,,2009,"Doublecortin and CaM kinase-like-1 and leucine-rich-repeat-containing G-protein-coupled receptor mark quiescent and cycling intestinal stem cells, respectively.",,
10.1002/stem.2063,0,1,0,0,,2015,"CD49f Acts as an Inflammation Sensor to Regulate Differentiation, Adhesion, and Migration of Human Mesenchymal Stem Cells.",,
10.1002/stem.2083,0,1,0,0,,2015,LGR5 Promotes Breast Cancer Progression and Maintains Stem-Like Cells Through Activation of Wnt/&Icirc;&sup2;-Catenin Signaling.,,
10.1002/stem.221,0,1,0,0,,2010,Characterization of epithelial cell adhesion molecule as a surface marker on undifferentiated human embryonic stem cells.,,
10.1002/stem.2411,0,1,0,1,"brain, brain",2016,TGF&Icirc;&sup2;-Responsive HMOX1 Expression Is Associated with Stemness and Invasion in Glioblastoma Multiforme.,"brain, brain",
10.1002/stem.2472,0,1,0,0,,2017,S100B Mediates Stemness of Ovarian Cancer Stem-Like Cells Through Inhibiting p53.,,
10.1002/stem.250,0,1,0,0,,2010,Human CMP-N-acetylneuraminic acid hydroxylase is a novel stem cell marker linked to stem cell-specific mechanisms.,,
10.1002/stem.2612,0,1,0,0,,2017,High Aldehyde Dehydrogenase Activity Identifies a Subset of Human Mesenchymal Stromal Cells with Vascular Regenerative Potential.,,David A. Hess
10.1002/stem.30,0,1,0,0,,2009,Identification of gastric cancer stem cells using the cell surface marker CD44.,,
10.1002/stem.324,0,1,0,0,,2010,Complex display of putative tumor stem cell markers in the NCI60 tumor cell line panel.,,
10.1002/stem.608,0,1,0,1,pancreas,2011,CD24: a novel surface marker for PDX1-positive pancreatic progenitors derived from human embryonic stem cells.,pancreas,
10.1002/stem.759,0,1,0,1,"skeletal, skeletal, skeletal, skeletal",2011,CD34 promotes satellite cell motility and entry into proliferation to facilitate efficient skeletal muscle regeneration.,"skeletal, skeletal, skeletal, skeletal",
10.1002/term.1914,0,1,0,1,skeletal,2017,Skeletal myogenic differentiation of human urine-derived cells as a potential source for skeletal muscle regeneration.,skeletal,
10.1002/term.2329,0,1,0,0,,2018,CD99 as surface anchor for human islet endocrine cell purification.,,Geert A. Martens
10.1002/tox.22437,0,1,0,1,lung,2017,The mechanisms for lung cancer risk of PM<sub>2.5</sub> : Induction of epithelial-mesenchymal transition and cancer stem cell properties in human non-small cell lung cancer cells.,lung,
10.1006/bbrc.2001.5737,0,1,0,0,,2001,Human endomucin is an endothelial marker.,,
10.1006/bbrc.2001.6202,0,1,0,0,,2002,"Identification and immunocytochemical analysis of DCNP1, a dendritic cell-associated nuclear protein.",,
10.1006/excr.1998.4270,0,1,0,0,,1999,Lymphatic endothelial tumors induced by intraperitoneal injection of incomplete Freund&apos;&apos;s adjuvant.,,
10.1006/rwei.1999.0557,1,0,0,0,,,,,
10.1007/7651_2015_232,0,1,0,0,,2016,Selective Differentiation into Hematopoietic and Cardiac Cells from Pluripotent Stem Cells Based on the Expression of Cell Surface Markers.,,
10.1007/7651_2015_300,0,1,0,0,,2015,Isolation of Circulating Melanoma Cells.,,
10.1007/7651_2016_14,0,1,0,1,liver,2019,"Isolation and Culture of Adult Intestinal, Gastric, and Liver Organoids for Cre-recombinase-Mediated Gene Deletion.",liver,
10.1007/82_2017_59,0,1,0,0,,,"Overview of LAG-3-Expressing, IL-10-Producing Regulatory T Cells.",,
10.1007/978-1-4614-5894-4_10,0,1,0,0,,2013,New Insights into the CD133 (Prominin-1) Expression in Mouse and Human Colon Cancer Cells.,,
10.1007/978-1-4614-5894-4_11,0,1,0,1,prostate,2013,Prominin-1 (CD133) Expression in the Prostate and Prostate Cancer: A Marker for Quiescent Stem Cells.,prostate,
10.1007/978-1-4939-0897-4_3,1,0,0,0,,2014,The enteric nervous system and gastrointestinal innervation: integrated local and central control.,,
10.1007/978-1-4939-1161-5_4,0,1,0,0,,2014,Purification and immunophenotypic characterization of human B cells with regulatory functions.,,
10.1007/978-1-4939-1776-1_15,0,1,0,0,,2015,Host response biomarkers in the diagnosis of sepsis: a general overview.,,
10.1007/978-1-4939-3628-1_5,0,1,0,1,skin,2016,"Isolation, Identification, and Culture of Human Lymphatic Endothelial Cells.",skin,
10.1007/978-1-4939-3786-8_7,0,1,0,0,,2016,Isolation and Culture of Neural Crest Stem Cells from Human Hair Follicles.,,
10.1007/978-1-4939-7401-6_1,0,1,0,0,,2018,"Introduction to Cancer Stem Cells: Past, Present, and Future.",,
10.1007/978-1-4939-7659-1_5,0,1,0,0,,2018,Isolation of Glioblastoma Stem Cells with Flow Cytometry.,,
10.1007/978-1-4939-7734-5_15,0,1,0,0,,2018,Identification of Cancer Stem Cells in Esophageal Adenocarcinoma.,,
10.1007/978-1-4939-7745-1_15,0,1,0,1,spinal cord,2018,Hair Follicle-Associated Pluripotent (HAP) Stem Cells in Gelfoam<sup>&Acirc;&reg;</sup> Histoculture for Use in Spinal Cord Repair.,spinal cord,
10.1007/978-1-61779-012-6_11,0,1,0,0,,2011,Evaluation of anticancer agents using flow cytometry analysis of cancer stem cells.,,
10.1007/978-1-62703-432-6_5,0,1,0,0,,2013,Enrichment of human corneal epithelial stem/progenitor cells by magnetic bead sorting using SSEA4 as a negative marker.,,
10.1007/978-1-62703-511-8_5,0,1,0,1,heart,2013,Cardiac side population cells and Sca-1-positive cells.,heart,
10.1007/978-1-62703-845-4_12,0,1,0,0,,2014,Generation of functionally mature neutrophils from induced pluripotent stem cells.,,
10.1007/bf00191370,0,1,0,0,,1995,Neural cell adhesion molecule immunoreactivity in Merkel cells and Merkel cell tumours.,,
10.1007/bf00191438,0,1,0,0,,1994,Protein 1 and Clara cell 10-kDa protein distribution in normal and neoplastic tissues with emphasis on the respiratory system.,,
10.1007/bf00303089,0,1,0,0,,1994,Merkel cell distribution in human hair follicles of the fetal and adult scalp.,,
10.1007/bf00687077,1,0,0,0,,1987,Expression of epithelial membrane antigen in perineurial cells and their derivatives. An immunohistochemical study with multiple markers.,,
10.1007/bf01605293,0,1,0,0,,1990,Phenotypic characteristics of tumour-infiltrating lymphocytes in human oesophageal cancer tissues defined by quantitative two-colour analysis with flow-cytometry.,,
10.1007/bf01628222,1,0,0,0,,1971,[Detection and characterization of pregnancy proteins in the human placenta and their quantitative immunochemical determination in sera from pregnant women].,,
10.1007/s00018-011-0672-z,0,1,0,0,,2011,Cancer spheres from gastric cancer patients provide an ideal model system for cancer stem cell research.,,
10.1007/s00018-013-1462-6,0,1,0,0,,2014,"Natural history of mesenchymal stem cells, from vessel walls to culture vessels.",,
10.1007/s00018-016-2229-7,0,1,0,0,,2016,"Mesenchymal stem cell subpopulations: phenotype, property and therapeutic potential.",,
10.1007/s00125-010-1714-z,0,1,0,0,,2010,A genomic-based approach identifies FXYD domain containing ion transport regulator 2 (FXYD2)gammaa as a pancreatic beta cell-specific biomarker.,,
10.1007/s00125-011-2295-1,0,1,0,0,,2012,Pancreatic islet and progenitor cell surface markers with cell sorting potential.,,
10.1007/s00125-017-4385-1,0,1,0,1,"pancreas, liver",2017,Metabolic crosstalk between fatty pancreas and fatty liver: effects on local inflammation and insulin secretion.,"pancreas, liver",
10.1007/s00204-016-1901-x,0,1,0,0,,2017,The role of epigenetic modifiers in extended cultures of functional hepatocyte-like cells derived from human neonatal mesenchymal stem cells.,,
10.1007/s00256-009-0770-2,0,1,0,0,,2009,The presence and absence of lymphatic vessels in the adult human intervertebral disc: relation to disc pathology.,,
10.1007/s00262-008-0543-0,0,1,0,1,"lymph node, lymph node, lymph node, lymph node",2009,Identification of novel tumor antigens with patient-derived immune-selected antibodies.,"lymph node, lymph node, lymph node, lymph node",
10.1007/s00262-015-1729-x,1,0,0,0,,2015,Monitoring regulatory T cells in clinical samples: consensus on an essential marker set and gating strategy for regulatory T cell analysis by flow cytometry.,,
10.1007/s00264-015-2925-1,0,1,0,0,,2016,Mesenchymal stem cells reside in anterior cruciate ligament remnants in situ.,,
10.1007/s00292-016-0204-6,0,1,0,1,"brain, liver",2016,[Prognostic biomarkers for metastatic colorectal cancer].,"brain, liver",
10.1007/s00383-015-3808-7,0,1,0,1,skin,2016,Characterization of vasculogenic potential of human adipose-derived endothelial cells in a three-dimensional vascularized skin substitute.,skin,
10.1007/s00403-011-1156-6,0,1,0,1,bone marrow,2011,Bone morphogenetic protein receptor IB as a marker for enrichment of osteogenic precursor-like cells in human dermis.,bone marrow,
10.1007/s00408-016-9895-y,0,1,0,1,lung,2016,ANGPTL4 Correlates with NSCLC Progression and Regulates Epithelial-Mesenchymal Transition via ERK Pathway.,lung,
10.1007/s00418-007-0320-8,1,0,0,1,spleen,2007,Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans.,spleen,
10.1007/s004180100310,0,1,0,1,liver,2001,Expression of neural cell adhesion molecule in human liver development and in congenital and acquired liver diseases.,liver,
10.1007/s00418-011-0799-x,1,0,0,1,spleen,2011,The follicular dendritic cell network in secondary follicles of human palatine tonsils and spleens.,spleen,
10.1007/s00418-013-1172-z,1,0,0,1,spleen,2014,B lymphocyte compartments in the human splenic red pulp: capillary sheaths and periarteriolar regions.,spleen,
10.1007/s00418-014-1299-6,0,1,0,1,skeletal,2015,ATOH8: a novel marker in human muscle fiber regeneration.,skeletal,
10.1007/s00418-016-1414-y,0,1,0,0,,2016,"Early reversal cells in adult human bone remodeling: osteoblastic nature, catabolic functions and interactions with osteoclasts.",,
10.1007/s00418-020-01924-3,1,0,0,1,spleen,2021,Exploring human splenic red pulp vasculature in virtual reality: details of sheathed capillaries and the open capillary network.,spleen,B. S. Steiniger
10.1007/s00424-006-0152-8,1,0,0,1,liver,2007,The bile salt export pump.,liver,
10.1007/s004280000291,0,1,0,1,small intestine,2001,Identification of Paneth cells in pyloric glands associated with gastric and intestinal mixed-type intestinal metaplasia of the human stomach.,small intestine,
10.1007/s004280000364,0,1,0,1,liver,2001,Immunohistochemical patterns of human liver sinusoids under different conditions of pathologic perfusion.,liver,
10.1007/s00428-001-0579-4,0,1,0,1,bone marrow,2002,Anaplastic plasmacytoma with malignant pleural effusion lacking evidence of monoclonal gammopathy.,bone marrow,
10.1007/s004280050187,0,1,0,0,,1998,Mammary foam cells. Characterization by immunohistochemistry and in situ hybridization.,,
10.1007/s00428-012-1210-6,0,1,0,0,,2012,Increased CD133 expression after preoperative chemoradiotherapy in rectal cancers other than mucin-rich tumors.,,
10.1007/s00428-012-1359-z,0,1,0,0,,2013,Podoplanin is a novel myoepithelial cell marker in pleomorphic adenoma and other salivary gland tumors with myoepithelial differentiation.,,
10.1007/s00428-013-1399-z,0,1,0,0,,2013,Dentine matrix protein 1 (DMP-1) is a marker of bone-forming tumours.,,
10.1007/s00428-015-1716-9,0,1,0,0,,2015,Follicular variant of peripheral T cell lymphoma with mediastinal involvement in a child: a case report.,,
10.1007/s00432-011-1038-5,0,1,0,0,,2011,Identification of CD44+CD24+ gastric cancer stem cells.,,
10.1007/s00432-016-2239-8,0,1,0,1,kidney,2017,"Reduced expression of CXCR4, a novel renal cancer stem cell marker, is associated with high-grade renal cell carcinoma.",kidney,
10.1007/s00441-003-0745-x,1,0,0,0,,2003,Endothelial-pericyte interactions in angiogenesis.,,
10.1007/s00441-003-0848-4,0,1,0,0,,2004,"Nestin, a neuroectodermal stem cell marker molecule, is expressed in Leydig cells of the human testis and in some specific cell types from human testicular tumours.",,
10.1007/s004410050819,0,1,0,1,placenta,1997,Cytokeratin 17 as an immunohistochemical marker for intramural cytotrophoblast in human first trimester uteroplacental arteries.,placenta,
10.1007/s00441-007-0437-z,1,0,0,1,liver,2007,Thy-1 is an in vivo and in vitro marker of liver myofibroblasts.,liver,
10.1007/s00441-008-0667-8,0,1,0,0,,2008,Comparative analysis of ABCG2-expressing and label-retaining cells in mouse submandibular gland.,,
10.1007/s00441-008-0706-5,1,0,0,0,,2009,Arterial versus venous endothelial cells.,,
10.1007/s00441-013-1582-1,0,1,0,1,"fallopian tube, bone marrow",2013,Prospective biomarkers of stem cells of human endometrium and fallopian tube compared with bone marrow.,"fallopian tube, bone marrow",
10.1007/s004419900067,0,1,0,0,,1999,Dual immunofluorescence labeling with cell-specific markers localizes BRCA1 in both basal and luminal epithelial cells in primary outgrowth from noncancerous mammary ductal and alveolar preparations.,,
10.1007/s00535-011-0422-x,0,1,0,0,,2011,Pancreatic cancer stem cells: new insights and perspectives.,,
10.1007/s00586-006-0213-x,0,1,0,0,,2007,Temporo-spatial distribution of blood vessels in human lumbar intervertebral discs.,,
10.1007/s00592-015-0811-3,0,1,0,0,,2016,GPR44 is a pancreatic protein restricted to the human beta cell.,,
10.1007/s005950070005,0,1,0,0,,2000,Immunocytochemical analysis of cellular infiltrates in human appendicitis.,,
10.1007/s00595-012-0437-9,0,1,0,1,liver,2013,High expression of cancer stem cell markers in cholangiolocellular carcinoma.,liver,
10.1007/s00784-011-0600-5,0,1,0,0,,2012,Isolating stromal stem cells from periodontal granulation tissues.,,
10.1007/s00784-016-1945-6,0,1,0,0,,2017,Mesenchymal stem cells with osteogenic potential in human maxillary sinus membrane: an in vitro study.,,
10.1007/s00795-012-0571-x,0,1,0,0,,2012,Nestin and other putative cancer stem cell markers in pancreatic cancer.,,
10.1007/s10059-013-2310-0,0,1,0,1,eye,2013,Pax6 expressed in osteocytes inhibits canonical Wnt signaling.,eye,
